# Industry: Government
# Series ID: CES9000000001
# Parent series: Total nonfarm (CES0000000001)
# Generated: 2026-03-06
# Denominator options:
#   opt1: Level 4 parent (default) = Total nonfarm
#   opt2: Level 3 parent = Total nonfarm
#   opt3: Level 2 parent = Total nonfarm
#   opt4: Goods/Service-providing total = Total nonfarm
#   opt5: Total private / Total government = Total nonfarm
date,employment_level,log_level,trend_log_level,predicted_level,resid_log_level,share_opt1,denom_employment_opt1,log_share_opt1,trend_log_share_opt1,predicted_share_opt1,resid_log_share_opt1,trend_raw_share_opt1,resid_raw_pct_dev_opt1,hp_cf_log_share_opt1,predicted_share_hp_opt1,resid_log_share_hp_opt1,share_opt2,denom_employment_opt2,log_share_opt2,trend_log_share_opt2,predicted_share_opt2,resid_log_share_opt2,trend_raw_share_opt2,resid_raw_pct_dev_opt2,hp_cf_log_share_opt2,predicted_share_hp_opt2,resid_log_share_hp_opt2,share_opt3,denom_employment_opt3,log_share_opt3,trend_log_share_opt3,predicted_share_opt3,resid_log_share_opt3,trend_raw_share_opt3,resid_raw_pct_dev_opt3,hp_cf_log_share_opt3,predicted_share_hp_opt3,resid_log_share_hp_opt3,share_opt4,denom_employment_opt4,log_share_opt4,trend_log_share_opt4,predicted_share_opt4,resid_log_share_opt4,trend_raw_share_opt4,resid_raw_pct_dev_opt4,hp_cf_log_share_opt4,predicted_share_hp_opt4,resid_log_share_hp_opt4,share_opt5,denom_employment_opt5,log_share_opt5,trend_log_share_opt5,predicted_share_opt5,resid_log_share_opt5,trend_raw_share_opt5,resid_raw_pct_dev_opt5,hp_cf_log_share_opt5,predicted_share_hp_opt5,resid_log_share_hp_opt5
2000-01,20571.0,9.931637595952473,,,,0.1570173496881941,131011.0,-1.8513989721712252,,,,,,,,,0.1570173496881941,131011.0,-1.8513989721712252,,,,,,,,,0.1570173496881941,131011.0,-1.8513989721712252,,,,,,,,,0.1570173496881941,131011.0,-1.8513989721712252,,,,,,,,,0.1570173496881941,131011.0,-1.8513989721712252,,,,,,,,
2000-02,20599.0,9.932997809910068,,,,0.15710036607687614,131120.0,-1.8508704035076422,,,,,,,,,0.15710036607687614,131120.0,-1.8508704035076422,,,,,,,,,0.15710036607687614,131120.0,-1.8508704035076422,,,,,,,,,0.15710036607687614,131120.0,-1.8508704035076422,,,,,,,,,0.15710036607687614,131120.0,-1.8508704035076422,,,,,,,,
2000-03,20733.0,9.939481912759504,,,,0.15754080423087444,131604.0,-1.8480707797887053,,,,,,,,,0.15754080423087444,131604.0,-1.8480707797887053,,,,,,,,,0.15754080423087444,131604.0,-1.8480707797887053,,,,,,,,,0.15754080423087444,131604.0,-1.8480707797887053,,,,,,,,,0.15754080423087444,131604.0,-1.8480707797887053,,,,,,,,
2000-04,20802.0,9.942804414913079,,,,0.15772951988110764,131884.0,-1.8468736124162044,,,,,,,,,0.15772951988110764,131884.0,-1.8468736124162044,,,,,,,,,0.15772951988110764,131884.0,-1.8468736124162044,,,,,,,,,0.15772951988110764,131884.0,-1.8468736124162044,,,,,,,,,0.15772951988110764,131884.0,-1.8468736124162044,,,,,,,,
2000-05,21147.0,9.959253330441985,,,,0.16007721130918587,132105.0,-1.8320990094656844,,,,,,,,,0.16007721130918587,132105.0,-1.8320990094656844,,,,,,,,,0.16007721130918587,132105.0,-1.8320990094656844,,,,,,,,,0.16007721130918587,132105.0,-1.8320990094656844,,,,,,,,,0.16007721130918587,132105.0,-1.8320990094656844,,,,,,,,
2000-06,20887.0,9.946882234855318,,,,0.15815936333416628,132063.0,-1.8441521255820617,,,,,,,,,0.15815936333416628,132063.0,-1.8441521255820617,,,,,,,,,0.15815936333416628,132063.0,-1.8441521255820617,,,,,,,,,0.15815936333416628,132063.0,-1.8441521255820617,,,,,,,,,0.15815936333416628,132063.0,-1.8441521255820617,,,,,,,,
2000-07,20867.0,9.945924242733385,,,,0.1578107511268415,132228.0,-1.8463587415423925,,,,,,,,,0.1578107511268415,132228.0,-1.8463587415423925,,,,,,,,,0.1578107511268415,132228.0,-1.8463587415423925,,,,,,,,,0.1578107511268415,132228.0,-1.8463587415423925,,,,,,,,,0.1578107511268415,132228.0,-1.8463587415423925,,,,,,,,
2000-08,20837.0,9.9444855315702,,,,0.15757672005686887,132234.0,-1.8478428278445462,,,,,,,,,0.15757672005686887,132234.0,-1.8478428278445462,,,,,,,,,0.15757672005686887,132234.0,-1.8478428278445462,,,,,,,,,0.15757672005686887,132234.0,-1.8478428278445462,,,,,,,,,0.15757672005686887,132234.0,-1.8478428278445462,,,,,,,,
2000-09,20735.0,9.939578372680481,,,,0.15668331607940333,132337.0,-1.853528605745446,,,,,,,,,0.15668331607940333,132337.0,-1.853528605745446,,,,,,,,,0.15668331607940333,132337.0,-1.853528605745446,,,,,,,,,0.15668331607940333,132337.0,-1.853528605745446,,,,,,,,,0.15668331607940333,132337.0,-1.853528605745446,,,,,,,,
2000-10,20743.0,9.939964119346145,,,,0.15672600338491297,132352.0,-1.8532561996418462,,,,,,,,,0.15672600338491297,132352.0,-1.8532561996418462,,,,,,,,,0.15672600338491297,132352.0,-1.8532561996418462,,,,,,,,,0.15672600338491297,132352.0,-1.8532561996418462,,,,,,,,,0.15672600338491297,132352.0,-1.8532561996418462,,,,,,,,
2000-11,20760.0,9.940783337279825,,,,0.1566130541054347,132556.0,-1.853977139350257,,,,,,,,,0.1566130541054347,132556.0,-1.853977139350257,,,,,,,,,0.1566130541054347,132556.0,-1.853977139350257,,,,,,,,,0.1566130541054347,132556.0,-1.853977139350257,,,,,,,,,0.1566130541054347,132556.0,-1.853977139350257,,,,,,,,
