date,ahe_level,benchmark_level,yoy,benchmark_yoy,real_yoy,rel_yoy,cpiu_yoy
2006-03,14.2,19.72,,,,,
2006-04,13.94,19.83,,,,,
2006-05,13.97,19.81,,,,,
2006-06,13.89,19.89,,,,,
2006-07,13.96,19.94,,,,,
2006-08,13.92,19.98,,,,,
2006-09,13.99,20.06,,,,,
2006-10,14.25,20.06,,,,,
2006-11,14.27,20.14,,,,,
2006-12,14.31,20.22,,,,,
2007-01,14.18,20.25,,,,,
2007-02,14.22,20.34,,,,,
2007-03,14.17,20.39,-0.0021126760563379833,0.03397565922920901,-0.030094649015777256,-0.036088335285546995,0.027981972959439272
2007-04,14.27,20.44,0.02367288378766141,0.030761472516389464,-0.0022563638456221356,-0.007088588728728053,0.025929247633283546
2007-05,13.76,20.49,-0.015032211882605643,0.0343260979303382,-0.042131069309331845,-0.04935830981294385,0.0270988574267262
2007-06,14.37,20.61,0.034557235421166205,0.036199095022624375,0.0076295842814239,-0.0016418596014581704,0.026927651139742305
2007-07,14.09,20.59,0.009312320916905372,0.03259779338014035,-0.01386658494805275,-0.02328547246323498,0.023178905864958122
2007-08,13.9,20.65,-0.0014367816091953717,0.03353353353353344,-0.020411266398204155,-0.03497031514272881,0.01897448478900878
2007-09,14.24,20.69,0.017869907076483203,0.031405782652043995,-0.010468357223319485,-0.013535875575560793,0.028338264299802688
2007-10,14.3,20.74,0.0035087719298246113,0.03389830508474575,-0.03259821172545024,-0.030389533154921138,0.03610698365527485
2007-11,14.44,20.78,0.011913104414856338,0.03177755710029794,-0.03181956885247041,-0.019864452685441604,0.04373267326732675
2007-12,14.0,20.81,-0.021663172606568866,0.029179030662710184,-0.06275130653074415,-0.050842203269279046,0.04108813392417528
2008-01,13.98,20.86,-0.014104372355430134,0.03012345679012343,-0.05705132890708983,-0.044227829145553565,0.0429469565516597
2008-02,13.75,20.93,-0.03305203938115335,0.029006882989183868,-0.0744816320872731,-0.06205892237033722,0.041429592706119754
2008-03,13.95,21.0,-0.015525758645024746,0.029916625796959265,-0.05527479414636918,-0.04544238444198401,0.03974903550134443
2008-04,14.02,21.05,-0.01751927119831815,0.02984344422700584,-0.05655688095820631,-0.04736271542532399,0.03903760975988816
2008-05,13.99,21.12,0.016715116279069797,0.030746705710102615,-0.02416902195217009,-0.014031589431032818,0.04088413823123989
2008-06,14.0,21.15,-0.025748086290883734,0.026200873362445375,-0.07510774735036231,-0.05194895965332911,0.04935966105947858
2008-07,14.2,21.25,0.007806955287437859,0.0320543953375425,-0.04716816549598041,-0.02424744005010464,0.05497512078341826
2008-08,14.29,21.33,0.028057553956834444,0.032929782082324444,-0.025022617664077866,-0.00487222812549,0.05308017162091231
2008-09,14.36,21.37,0.008426966292134776,0.032866118898018354,-0.04110623245922589,-0.024439152605883578,0.04953319875136067
2008-10,14.41,21.38,0.007692307692307652,0.03085824493731922,-0.029618271207257373,-0.023165937245011568,0.037310578899565024
2008-11,14.45,21.46,0.000692520775623254,0.03272377285851779,-0.010306653930543629,-0.032031252082894535,0.010999174706166882
2008-12,14.53,21.56,0.03785714285714281,0.03604036520903412,0.03807942288268135,0.0018167776481086903,-0.00022228002553854217
2009-01,14.75,21.56,0.05507868383404861,0.03355704697986574,0.05621454402426991,0.021521636854182874,-0.0011358601902212988
2009-02,14.63,21.57,0.06400000000000006,0.0305781175346393,0.06391536859328502,0.03342188246536076,8.463140671503516e-05
2009-03,14.62,21.64,0.04802867383512544,0.030476190476190504,0.05249346151174927,0.017552483358934938,-0.004464787676623829
2009-04,14.58,21.68,0.03994293865905853,0.029928741092636532,0.04570618290282555,0.010014197566421995,-0.005763244243767021
2009-05,14.63,21.72,0.04574696211579704,0.028409090909090808,0.0559045770743488,0.017337871206706233,-0.01015761495855176
2009-06,14.71,21.74,0.050714285714285774,0.027895981087470444,0.06300603189639492,0.02281830462681533,-0.01229174618210915
2009-07,15.13,21.79,0.06549295774647898,0.025411764705882314,0.08508056778410177,0.040081193040596666,-0.019587610037622785
2009-08,14.82,21.85,0.03708887333799868,0.02437880918893592,0.05192722900126634,0.012710064149062759,-0.01483835566326766
2009-09,14.75,21.89,0.027158774373259094,0.024333177351427215,0.040938203002123794,0.002825597021831879,-0.013779428628864701
2009-10,14.61,21.94,0.013879250520471845,0.02619270346117878,0.016118933462475202,-0.012313452940706935,-0.0022396829420033566
2009-11,14.75,21.97,0.020761245674740535,0.023765144454799533,0.0016153739300312532,-0.003003898780058998,0.019145871744709282
2009-12,14.74,22.02,0.014452856159669708,0.021335807050092807,-0.013688375072413907,-0.006882950890423099,0.028141231232083615
2010-01,14.8,22.05,0.0033898305084746243,0.02272727272727282,-0.022821283381292457,-0.019337442218798198,0.02621111388976708
2010-02,14.91,22.11,0.019138755980861198,0.025034770514603576,-0.002374607597804057,-0.005896014533742378,0.021513363578665255
2010-03,14.83,22.11,0.014363885088919347,0.02171903881700549,-0.008497829304360514,-0.007355153728086143,0.022861714393279862
2010-04,15.01,22.14,0.029492455418381323,0.02121771217712181,0.007424747893076854,0.008274743241259513,0.02206770752530447
2010-05,14.94,22.16,0.021189336978810574,0.0202578268876612,0.0011538476866247878,0.0009315100911493727,0.020035489292185786
2010-06,14.8,22.19,0.006118286879673682,0.020699172033118808,-0.005097319061012665,-0.014580885153445126,0.011215605940686347
2010-07,14.59,22.24,-0.03569068076668876,0.02065167508031204,-0.04909846557150974,-0.0563423558470008,0.013407784804820985
2010-08,14.5,22.27,-0.021592442645074244,0.01922196796338664,-0.033094218040186724,-0.04081441060846089,0.011501775395112481
2010-09,14.34,22.32,-0.027796610169491535,0.019643672910004555,-0.03897973264182334,-0.04744028307949609,0.011183122472331806
2010-10,14.61,22.39,0.0,0.020510483135824945,-0.01166695148931458,-0.020510483135824945,0.01166695148931458
2010-11,14.7,22.39,-0.0033898305084746243,0.01911697769685943,-0.01423527827447808,-0.022506808205334055,0.010845447766003454
2010-12,14.82,22.42,0.005427408412483044,0.0181653042688466,-0.008950521809696235,-0.012737895856363557,0.014377930222179279
2011-01,14.9,22.53,0.006756756756756733,0.021768707482993217,-0.010251078158273117,-0.015011950726236484,0.01700783491502985
2011-02,14.79,22.54,-0.00804828973843065,0.019448213478064212,-0.029297271471762098,-0.027496503216494862,0.021248981733331448
2011-03,14.92,22.54,0.0060687795010114535,0.019448213478064212,-0.020123635602529714,-0.013379433977052758,0.02619241510354117
2011-04,14.79,22.58,-0.014656895403064666,0.019873532068653915,-0.04542923985093336,-0.03453042747171858,0.030772344447868697
2011-05,14.79,22.64,-0.010040160642570305,0.021660649819494605,-0.044629879451535376,-0.03170081046206491,0.03458971880896507
2011-06,14.86,22.68,0.0040540540540539675,0.022082018927444724,-0.030969127452306556,-0.018027964873390756,0.03502318150636052
2011-07,14.94,22.8,0.023989033584646994,0.025179856115108017,-0.011809776185349199,-0.0011908225304610234,0.03579880976999619
2011-08,15.02,22.74,0.03586206896551721,0.02110462505612927,-0.0016878913415636979,0.014757443909387942,0.03754996030708091
2011-09,14.96,22.79,0.043235704323570504,0.021057347670250845,0.005109487395383569,0.02217835665331966,0.038126216928186935
2011-10,14.86,22.86,0.017111567419575632,0.020991514068780654,-0.018111113887064878,-0.0038799466492050218,0.03522268130664051
2011-11,14.92,22.89,0.014965986394557868,0.022331397945511387,-0.019548335751259374,-0.0073654115509535194,0.03451432214581724
2011-12,14.92,22.91,0.006747638326585671,0.021855486173059695,-0.02387303005760826,-0.015107847846474023,0.03062066838419393
2012-01,14.97,22.96,0.004697986577181227,0.019085663559698166,-0.02538967680267383,-0.014387676982516938,0.030087663379855058
2012-02,15.15,22.97,0.024340770791075134,0.019077196095829623,-0.004641013632398768,0.0052635746952455105,0.028981784423473902
2012-03,15.21,23.05,0.019436997319034914,0.022626441881100336,-0.006391755494286087,-0.0031894445620654216,0.025828752813321
2012-04,15.48,23.09,0.04665314401622727,0.02258635961027465,0.02392151027487871,0.02406678440595262,0.02273163374134856
2012-05,15.43,23.12,0.04327248140635569,0.021201413427561856,0.02589305203169495,0.02207106797879383,0.017379429374660738
2012-06,15.49,23.17,0.04239569313593545,0.021604938271605027,0.025856988652959063,0.02079075486433042,0.016538704482976386
2012-07,15.65,23.21,0.04752342704149939,0.017982456140350885,0.0333483122430345,0.029540970901148503,0.014175114798464887
2012-08,15.48,23.2,0.03062583222370179,0.02022867194371156,0.013766483068880547,0.010397160279990228,0.016859349154821242
2012-09,15.52,23.29,0.03743315508021382,0.02193944712593243,0.017935986097394194,0.015493707954281389,0.019497168982819623
2012-10,15.81,23.29,0.06393001345895027,0.01881014873140856,0.0423732328635809,0.04511986472754172,0.021556780595369373
2012-11,15.93,23.36,0.06769436997319034,0.02053298383573608,0.049734172939264125,0.047161386137454256,0.017960197033926213
2012-12,16.04,23.45,0.07506702412868628,0.023570493234395425,0.057471974331790764,0.051496530894290855,0.017595049796895516
2013-01,15.94,23.48,0.06479625918503666,0.02264808362369336,0.04795564156405375,0.0421481755613433,0.016840617620982913
2013-02,15.89,23.5,0.048844884488448856,0.02307357422725299,0.028663479585874046,0.025771310261195866,0.02018140490257481
2013-03,15.97,23.53,0.04996712689020379,0.020824295010846004,0.034779654478957533,0.02914283187935779,0.01518747241124626
2013-04,15.91,23.59,0.02777777777777776,0.021654395842355997,0.016389697302009128,0.0061233819354217615,0.011388080475768631
2013-05,15.95,23.61,0.033700583279325964,0.02119377162629751,0.019796695000128862,0.012506811653028454,0.013903888279197103
2013-06,16.03,23.68,0.03486120077469341,0.022011221406991712,0.017703265503124593,0.012849979367701696,0.017157935271568815
2013-07,15.97,23.7,0.02044728434504794,0.02111158983196891,0.0015925662908898332,-0.0006643054869209693,0.018854718054158108
2013-08,16.06,23.73,0.037467700258397824,0.022844827586206946,0.022079605372395065,0.014622872672190878,0.015388094886002759
2013-09,15.97,23.78,0.028994845360824813,0.021039072563331988,0.018047504279076768,0.007955772797492825,0.010947341081748047
2013-10,16.05,23.81,0.015180265654648969,0.022327179046801184,0.006412274219737573,-0.007146913392152215,0.008767991434911396
2013-11,15.76,23.87,-0.010671688637790328,0.021832191780821984,-0.023000390599744756,-0.03250388041861231,0.012328701961954427
2013-12,15.95,23.89,-0.005610972568578545,0.018763326226012848,-0.02073935623615195,-0.024374298794591392,0.015128383667573405
2014-01,15.89,23.93,-0.0031367628607276623,0.019165247018739322,-0.01871435081647682,-0.022302009879466983,0.015577587955749157
2014-02,15.96,24.01,0.0044052863436123526,0.021702127659574535,-0.006799460004112505,-0.017296841315962184,0.011204746347724857
2014-03,16.05,24.01,0.005009392611145903,0.0203994900127497,-0.011117556528262146,-0.015390097401603797,0.01612694913940805
2014-04,16.05,24.05,0.00879949717159023,0.019499788045782146,-0.011351755864471463,-0.010700290874191916,0.020151253036061693
2014-05,16.11,24.11,0.010031347962382454,0.021177467174925878,-0.01163812890841574,-0.011146119212543423,0.021669476870798194
2014-06,16.15,24.16,0.007485963817841387,0.02027027027027029,-0.013103853128102822,-0.012784306452428902,0.02058981694594421
2014-07,16.15,24.19,0.011271133375078143,0.020675105485232152,-0.008471245328227931,-0.00940397211015401,0.019742378703306074
2014-08,16.21,24.25,0.009339975093399884,0.02191319005478296,-0.007811008389569151,-0.012573214961383075,0.017150983482969034
2014-09,16.24,24.27,0.01690670006261727,0.020605550883094972,6.619035138515778e-05,-0.003698850820477703,0.01684050971123211
2014-10,16.38,24.3,0.020560747663551295,0.02057958840823192,0.004465330642037975,-1.8840744680625326e-05,0.01609541702151332
2014-11,16.44,24.38,0.043147208121827506,0.021365731043150312,0.030831958228619435,0.021781477078677194,0.012315249893208072
2014-12,16.7,24.35,0.047021943573667714,0.019254918375889527,0.04049072965404461,0.027767025197778187,0.006531213919623104
2015-01,16.57,24.47,0.042794210195091234,0.022565816966151238,0.04509351997714556,0.020228393228939996,-0.00229930978205432
2015-02,16.84,24.51,0.05513784461152876,0.02082465639316951,0.05600815924088079,0.03431318821835924,-0.0008703146293520363
2015-03,16.95,24.57,0.056074766355140096,0.0233236151603498,0.056295079199378886,0.0327511511947903,-0.00022031284423878735
2015-04,17.22,24.61,0.07289719626168212,0.02328482328482323,0.07393750615562117,0.04961237297685889,-0.001040309893939057
2015-05,17.34,24.7,0.07635009310986968,0.024471173786810445,0.07599976092742682,0.05187891932305923,0.0003503321824428638
2015-06,17.44,24.71,0.07987616099071225,0.022764900662251685,0.0780804428931617,0.05711126032846056,0.0017957180975505568
2015-07,17.73,24.73,0.09783281733746142,0.022323274080198394,0.09557595622705206,0.07550954325726303,0.0022568611104093568
2015-08,17.59,24.81,0.08513263417643423,0.023092783505154587,0.08271959619108941,0.06203985067127964,0.002413037985344812
2015-09,17.72,24.84,0.09113300492610842,0.023485784919653904,0.09104457530976667,0.06764722000645451,8.84296163417366e-05
2015-10,17.64,24.93,0.07692307692307702,0.025925925925925884,0.0756469113163719,0.050997150997151144,0.0012761656067051227
2015-11,17.58,24.96,0.06934306569343048,0.02378999179655463,0.06497988352424539,0.045553073896875844,0.004363182169185097
2015-12,17.43,24.97,0.043712574850299425,0.025462012320328437,0.03732532733493454,0.01825056252997099,0.00638724751536489
2016-01,17.52,25.1,0.05733252866626429,0.025745811197384658,0.0449575036393205,0.03158671746887963,0.012375025026943784
2016-02,17.48,25.11,0.038004750593824264,0.02447980416156662,0.029531974803697555,0.013524946432257646,0.008472775790126707
2016-03,17.46,25.16,0.030088495575221332,0.024013024013024006,0.021172334609699358,0.006075471562197326,0.008916160965521974
2016-04,17.48,25.24,0.015098722415795678,0.02559934985778135,0.0033724649122609442,-0.010500627441985672,0.011726257503534733
2016-05,17.5,25.27,0.009227220299884669,0.02307692307692309,-0.0015575443213615842,-0.01384970277703842,0.010784764621246253
2016-06,17.52,25.32,0.0045871559633026545,0.02468636179684336,-0.00620570938465679,-0.020099205833540704,0.010792865347959445
2016-07,17.47,25.41,-0.014664410603496986,0.027496967246259593,-0.023348044034015344,-0.04216137784975658,0.00868363343051836
2016-08,17.63,25.41,0.0022740193291642496,0.024183796856106467,-0.008279139266492657,-0.021909777526942217,0.010553158595656907
2016-09,17.63,25.48,-0.0050790067720090214,0.025764895330112746,-0.020565452973661233,-0.03084390210212177,0.015486446201652213
2016-10,17.71,25.6,0.0039682539682539845,0.026875250701965572,-0.012890995694182485,-0.022906996733711587,0.01685924966243647
2016-11,17.77,25.62,0.010807736063708833,0.026442307692307696,-0.00603559865608015,-0.01563457162859886,0.016843334719788983
2016-12,17.81,25.63,0.021801491681009696,0.026431718061674016,0.0012935025658898716,-0.004630226380664321,0.020507989115119824
2017-01,17.81,25.7,0.016552511415525065,0.023904382470119435,-0.008551422067046125,-0.00735187105459437,0.02510393348257119
2017-02,17.74,25.78,0.014874141876430092,0.026682596575069762,-0.013229474936864088,-0.01180845469863967,0.02810361681329418
2017-03,17.83,25.82,0.021191294387170528,0.026232114467408592,-0.003220667978420799,-0.005040820080238064,0.024411962365591327
2017-04,17.9,25.89,0.024027459954233304,0.02575277337559438,0.0022652252350794343,-0.0017253134213610771,0.02176223471915387
2017-05,17.97,25.92,0.02685714285714279,0.02572220023743578,0.008293711189522966,0.0011349426197070113,0.018563431667619826
2017-06,17.94,25.97,0.023972602739726127,0.0256714060031595,0.007566944640134906,-0.0016988032634333745,0.01640565809959122
2017-07,18.03,26.06,0.03205495134516327,0.025580480125934616,0.014803877838597303,0.006474471219228655,0.01725107350656597
2017-08,17.98,26.09,0.019852524106636498,0.026761117670208567,0.0005713085336667596,-0.0069085935635720686,0.01928121557296974
2017-09,18.14,26.21,0.028927963698241722,0.028649921507064382,0.007122311394529849,0.0002780421911773405,0.021805652303711873
2017-10,18.28,26.21,0.03218520609824959,0.023828124999999978,0.011977628566924782,0.008357081098249612,0.020207577531324808
2017-11,18.25,26.24,0.02701181767023075,0.024199843871974918,0.005286879027275114,0.002811973798255832,0.021724938642955636
2017-12,18.4,26.35,0.033127456485120714,0.028092079594225612,0.011828149289598158,0.005035376890895102,0.021299307195522556
2018-01,18.58,26.45,0.04323413812464905,0.029182879377431907,0.021720949444009634,0.014051258747217146,0.02151318868063942
2018-02,18.58,26.45,0.04735062006764374,0.02598913886733895,0.024715930756725173,0.02136148120030479,0.022634689310918568
2018-03,18.61,26.57,0.04374649467190136,0.029047250193648334,0.020436997025402078,0.014699244478253024,0.02330949764649928
