date,awe_level,benchmark_level,yoy,benchmark_yoy,real_yoy,rel_yoy,cpiu_yoy
2006-03,1112.52,650.76,,,,,
2006-04,1156.28,656.37,,,,,
2006-05,1192.32,653.73,,,,,
2006-06,1181.74,660.35,,,,,
2006-07,1195.19,660.01,,,,,
2006-08,1196.67,661.34,,,,,
2006-09,1187.81,665.99,,,,,
2006-10,1070.65,663.99,,,,,
2006-11,1149.15,668.65,,,,,
2006-12,1142.0,671.3,,,,,
2007-01,1134.6,670.28,,,,,
2007-02,1185.55,673.25,,,,,
2007-03,1195.01,676.95,0.0741469816272966,0.04024525170569804,0.04616500866785733,0.03390172992159857,0.027981972959439272
2007-04,1193.12,676.56,0.03186079496315764,0.030760089583618904,0.005931547329874096,0.0011007053795387377,0.025929247633283546
2007-05,1222.69,680.27,0.025471349973161667,0.04059780031511474,-0.0016275074535645334,-0.015126450341953077,0.0270988574267262
2007-06,1265.02,686.31,0.07047235432497839,0.039312485802983146,0.04354470318523609,0.031159868521995246,0.026927651139742305
2007-07,1264.88,683.59,0.05830872078916327,0.03572673141316047,0.03512981492420515,0.022581989376002802,0.023178905864958122
2007-08,1272.76,685.58,0.06358478110088822,0.03665285632201289,0.04461029631187944,0.026931924778875328,0.01897448478900878
2007-09,1262.23,686.91,0.0626531179229002,0.03141188306130716,0.03431485362309751,0.031241234861593033,0.028338264299802688
2007-10,1266.74,688.57,0.18315042264045198,0.03701862979864161,0.14704343898517713,0.14613179284181038,0.03610698365527485
2007-11,1255.03,689.9,0.0921376669712395,0.03178045315187318,0.04840499370391275,0.06035721381936632,0.04373267326732675
2007-12,1238.36,690.89,0.0843782837127845,0.02918218382243413,0.04329014978860922,0.05519609989035036,0.04108813392417528
2008-01,1247.27,692.55,0.09930371937246614,0.03322492092856714,0.05635676282080644,0.066078798443899,0.0429469565516597
2008-02,1267.68,694.88,0.06927586352325935,0.03212773858150761,0.02784627081713959,0.03714812494175174,0.041429592706119754
2008-03,1221.39,697.2,0.022075129078417844,0.029913582982495013,-0.01767390642292659,-0.00783845390407717,0.03974903550134443
