date,awp_level,benchmark_level,yoy,benchmark_yoy,real_yoy,rel_yoy,cpiu_yoy
2006-03,228725.0,59588792.0,,,,,
2006-04,233240.0,60165767.0,,,,,
2006-05,228735.0,59965999.0,,,,,
2006-06,228039.0,60633810.0,,,,,
2006-07,232557.0,60700830.0,,,,,
2006-08,234451.0,60919160.0,,,,,
2006-09,235798.0,61411784.0,,,,,
2006-10,234520.0,61303179.0,,,,,
2006-11,239699.0,61901418.0,,,,,
2006-12,236475.0,62272181.0,,,,,
2007-01,242765.0,62297363.0,,,,,
2007-02,246290.0,62679947.0,,,,,
2007-03,244986.0,63126074.0,0.07109410864575363,0.059361532282782306,0.04311213568631436,0.011732576362971328,0.027981972959439272
2007-04,246853.0,63141695.0,0.05836477448122106,0.04946214680517577,0.03243552684793751,0.008902627676045285,0.025929247633283546
2007-05,248757.0,63593502.0,0.08753360876123024,0.06049266351753766,0.060434751334504044,0.027040945243692584,0.0270988574267262
2007-06,251330.0,64203200.0,0.10213603813382799,0.05886798141169094,0.07520838699408569,0.04326805672213705,0.026927651139742305
2007-07,247550.0,63986575.0,0.06447021590405792,0.054130149455946484,0.041291310039099804,0.010340066448111439,0.023178905864958122
2007-08,249055.0,64189493.0,0.062290201364037685,0.05368315978092935,0.043315716575028904,0.008607041583108335,0.01897448478900878
2007-09,248187.0,64384570.0,0.052540734018100235,0.048407419657439034,0.024202469718297547,0.004133314360661201,0.028338264299802688
2007-10,252248.0,64606967.0,0.07559269998294389,0.053892604819074715,0.03948571632766904,0.021700095163869178,0.03610698365527485
2007-11,252918.0,64814358.0,0.055148331866215546,0.04705772652897871,0.011415658598888795,0.008090605337236836,0.04373267326732675
2007-12,253822.0,64979079.0,0.073356591605878,0.043468816356375894,0.03226845768170272,0.029887775249502105,0.04108813392417528
2008-01,257802.0,65144216.0,0.06194055980063024,0.045697809070987486,0.018993603248970543,0.016242750729642756,0.0429469565516597
2008-02,260379.0,65333623.0,0.057204921028056355,0.04233692156759482,0.0157753283219366,0.014867999460461537,0.041429592706119754
2008-03,262563.0,65540979.0,0.07174695696896966,0.03825526992221946,0.03199792146762522,0.03349168704675019,0.03974903550134443
2008-04,263131.0,65636237.0,0.06594207888905543,0.03950704839330018,0.026904469129167267,0.026435030495755248,0.03903760975988816
2008-05,264410.0,65753530.0,0.06292486241593201,0.03396617472017817,0.02204072418469212,0.02895868769575384,0.04088413823123989
2008-06,263152.0,65799892.0,0.04703775912147376,0.024869352306427093,-0.002321901938004821,0.022168406815046667,0.04935966105947858
2008-07,261997.0,65821833.0,0.05835992728741669,0.028681922731447963,0.0033848065039984235,0.029678004555968723,0.05497512078341826
2008-08,262261.0,66143178.0,0.05302443235429925,0.030436211733281645,-5.5739266613057115e-05,0.022588220621017608,0.05308017162091231
