date,ahe_level,benchmark_level,yoy,benchmark_yoy,real_yoy,rel_yoy,cpiu_yoy
2006-03,16.9,19.72,,,,,
2006-04,16.93,19.83,,,,,
2006-05,17.49,19.81,,,,,
2006-06,17.31,19.89,,,,,
2006-07,17.34,19.94,,,,,
2006-08,17.22,19.98,,,,,
2006-09,17.06,20.06,,,,,
2006-10,16.77,20.06,,,,,
2006-11,17.06,20.14,,,,,
2006-12,17.73,20.22,,,,,
2007-01,17.67,20.25,,,,,
2007-02,17.5,20.34,,,,,
2007-03,17.57,20.39,0.039644970414201286,0.03397565922920901,0.011662997454762014,0.005669311184992275,0.027981972959439272
2007-04,18.05,20.44,0.06615475487300655,0.030761472516389464,0.040225507239723006,0.03539328235661709,0.025929247633283546
2007-05,18.23,20.49,0.04230989136649526,0.0343260979303382,0.01521103393976906,0.007983793436157058,0.0270988574267262
2007-06,18.56,20.61,0.07221259387637205,0.036199095022624375,0.045284942736629745,0.036013498853747675,0.026927651139742305
2007-07,18.64,20.59,0.0749711649365629,0.03259779338014035,0.051792259071604785,0.042373371556422554,0.023178905864958122
2007-08,18.82,20.65,0.09291521486643446,0.03353353353353344,0.07394073007742569,0.059381681332901025,0.01897448478900878
2007-09,18.61,20.69,0.0908558030480657,0.031405782652043995,0.06251753874826302,0.05945002039602171,0.028338264299802688
2007-10,19.22,20.74,0.1460942158616577,0.03389830508474575,0.10998723220638285,0.11219591077691193,0.03610698365527485
2007-11,19.5,20.78,0.14302461899179375,0.03177755710029794,0.099291945724467,0.1112470618914958,0.04373267326732675
2007-12,19.77,20.81,0.11505922165820638,0.029179030662710184,0.0739710877340311,0.0858801909954962,0.04108813392417528
2008-01,19.78,20.86,0.11941143180531971,0.03012345679012343,0.07646447525366001,0.08928797501519628,0.0429469565516597
2008-02,20.07,20.93,0.14685714285714288,0.029006882989183868,0.10542755015102312,0.11785025986795901,0.041429592706119754
2008-03,20.18,21.0,0.14854866249288556,0.029916625796959265,0.10879962699154114,0.1186320366959263,0.03974903550134443
2008-04,20.11,21.05,0.11412742382271461,0.02984344422700584,0.07508981406282644,0.08428397959570877,0.03903760975988816
2008-05,20.13,21.12,0.10422380691168395,0.030746705710102615,0.06333966868044406,0.07347710120158134,0.04088413823123989
2008-06,20.4,21.15,0.09913793103448276,0.026200873362445375,0.04977826997500418,0.07293705767203738,0.04935966105947858
2008-07,20.65,21.25,0.10783261802575096,0.0320543953375425,0.0528574972423327,0.07577822268820847,0.05497512078341826
2008-08,20.88,21.33,0.10945802337938357,0.032929782082324444,0.05637785175847126,0.07652824129705912,0.05308017162091231
2008-09,21.13,21.37,0.1354110693175712,0.032866118898018354,0.08587787056621052,0.10254495041955283,0.04953319875136067
2008-10,21.4,21.38,0.11342351716961498,0.03085824493731922,0.07611293827004995,0.08256527223229576,0.037310578899565024
2008-11,21.02,21.46,0.07794871794871792,0.03272377285851779,0.06694954324255104,0.045224945090200135,0.010999174706166882
2008-12,20.88,21.56,0.05614567526555384,0.03604036520903412,0.056367955291092384,0.02010531005651972,-0.00022228002553854217
2009-01,20.61,21.56,0.04196157735085936,0.03355704697986574,0.04309743754108066,0.008404530370993625,-0.0011358601902212988
2009-02,20.65,21.57,0.02889885401096155,0.0305781175346393,0.028814222604246514,-0.0016792635236777508,8.463140671503516e-05
2009-03,20.67,21.64,0.024281466798810804,0.030476190476190504,0.02874625447543463,-0.0061947236773797,-0.004464787676623829
2009-04,21.14,21.68,0.051218299353555506,0.029928741092636532,0.05698154359732253,0.021289558260918974,-0.005763244243767021
2009-05,20.67,21.72,0.02682563338301057,0.028409090909090808,0.03698324834156233,-0.0015834575260802383,-0.01015761495855176
2009-06,20.5,21.74,0.004901960784313796,0.027895981087470444,0.017193706966422945,-0.02299402030315665,-0.01229174618210915
2009-07,20.52,21.79,-0.006295399515738451,0.025411764705882314,0.013292210521884333,-0.031707164221620766,-0.019587610037622785
2009-08,20.41,21.85,-0.02250957854406125,0.02437880918893592,-0.007671222880793589,-0.04688838773299717,-0.01483835566326766
2009-09,20.44,21.89,-0.03265499290108839,0.024333177351427215,-0.018875564272223692,-0.05698817025251561,-0.013779428628864701
2009-10,20.64,21.94,-0.0355140186915887,0.02619270346117878,-0.03327433574958534,-0.06170672215276748,-0.0022396829420033566
2009-11,20.64,21.97,-0.018078020932445243,0.023765144454799533,-0.03722389267715452,-0.04184316538724478,0.019145871744709282
2009-12,20.58,22.02,-0.014367816091954057,0.021335807050092807,-0.04250904732403767,-0.035703623142046864,0.028141231232083615
2010-01,20.59,22.05,-0.0009704027171275873,0.02272727272727282,-0.02718151660689467,-0.02369767544440041,0.02621111388976708
2010-02,20.53,22.11,-0.0058111380145277215,0.025034770514603576,-0.027324501593192975,-0.0308459085291313,0.021513363578665255
