date,awe_level,benchmark_level,yoy,benchmark_yoy,real_yoy,rel_yoy,cpiu_yoy
2006-03,882.78,650.76,,,,,
2006-04,902.52,656.37,,,,,
2006-05,909.32,653.73,,,,,
2006-06,917.31,660.35,,,,,
2006-07,922.02,660.01,,,,,
2006-08,935.13,661.34,,,,,
2006-09,912.96,665.99,,,,,
2006-10,921.6,663.99,,,,,
2006-11,927.0,668.65,,,,,
2006-12,934.32,671.3,,,,,
2007-01,951.84,670.28,,,,,
2007-02,946.34,673.25,,,,,
2007-03,951.79,676.95,0.07817349736061079,0.04024525170569804,0.050191524401171514,0.03792824565491275,0.027981972959439272
2007-04,949.53,676.56,0.05208748836590878,0.030760089583618904,0.02615824073262523,0.021327398782289873,0.025929247633283546
2007-05,957.65,680.27,0.05314960629921252,0.04059780031511474,0.026050748872486318,0.012551805984097775,0.0270988574267262
2007-06,958.17,686.31,0.044543284167838586,0.039312485802983146,0.01761563302809628,0.005230798364855439,0.026927651139742305
2007-07,974.21,683.59,0.056603978221730605,0.03572673141316047,0.03342507235677249,0.020877246808570137,0.023178905864958122
2007-08,941.3,685.58,0.006598013110476575,0.03665285632201289,-0.012376471678532206,-0.030054843211536317,0.01897448478900878
2007-09,937.48,686.91,0.02685769365580089,0.03141188306130716,-0.0014805706440017968,-0.004554189405506271,0.028338264299802688
2007-10,938.42,688.57,0.018250868055555487,0.03701862979864161,-0.017856115599719363,-0.01876776174308612,0.03610698365527485
2007-11,949.79,689.9,0.02458468176914775,0.03178045315187318,-0.019147991498179,-0.007195771382725431,0.04373267326732675
2007-12,952.61,690.89,0.019575734223820494,0.02918218382243413,-0.021512399700354783,-0.009606449598613637,0.04108813392417528
2008-01,961.04,692.55,0.009665489998318974,0.03322492092856714,-0.03328146655334072,-0.023559430930248162,0.0429469565516597
2008-02,960.63,694.88,0.015100281082908852,0.03212773858150761,-0.0263293116232109,-0.017027457498598755,0.041429592706119754
2008-03,969.26,697.2,0.018354889208754062,0.029913582982495013,-0.02139414629259037,-0.011558693773740952,0.03974903550134443
2008-04,966.76,698.86,0.018145819510705315,0.032960860825351886,-0.020891790249182845,-0.01481504131464657,0.03903760975988816
2008-05,961.2,701.18,0.0037069910718948136,0.030737795287165345,-0.03717714715934507,-0.027030804215270533,0.04088413823123989
2008-06,959.21,702.18,0.0010854023816233836,0.023123661319228928,-0.048274258677855196,-0.022038258937605543,0.04935966105947858
2008-07,965.12,703.38,-0.00933063713162463,0.028950101669129102,-0.0643057579150429,-0.038280738800753736,0.05497512078341826
2008-08,975.76,708.16,0.03660894507595882,0.03293561655824255,-0.01647122654495349,0.003673328517716269,0.05308017162091231
2008-09,981.36,707.35,0.04680633186841319,0.02975644553143797,-0.0027268668829474804,0.01704988633697522,0.04953319875136067
2008-10,983.19,709.82,0.047707849363824405,0.030861059877717586,0.010397270464259381,0.01684678948610682,0.037310578899565024
2008-11,970.92,708.18,0.022247023026142617,0.026496593709233185,0.011247848319975735,-0.004249570683090568,0.010999174706166882
2008-12,974.7,709.32,0.02318892306400314,0.02667573709273555,0.02341120308954168,-0.00348681402873241,-0.00022228002553854217
2009-01,967.51,711.48,0.006732290019145954,0.02733376651505316,0.007868150209367254,-0.020601476495907205,-0.0011358601902212988
2009-02,975.04,713.97,0.015000572540936645,0.0274723693299563,0.01491594113422161,-0.012471796789019654,8.463140671503516e-05
2009-03,991.08,709.79,0.022512019478777675,0.018057946069994144,0.026976807155401503,0.004454073408783531,-0.004464787676623829
2009-04,994.78,711.1,0.028983408498489783,0.017514237472455153,0.0347466527422568,0.01146917102603463,-0.005763244243767021
2009-05,1013.24,712.42,0.054140657511443986,0.01603012065375511,0.06429827246999574,0.03811053685768888,-0.01015761495855176
2009-06,1021.36,713.07,0.06479290249267623,0.015508843886183173,0.07708464867478539,0.049284058606493056,-0.01229174618210915
2009-07,1036.66,714.71,0.07412549734748018,0.016107935966334044,0.09371310738510297,0.05801756138114614,-0.019587610037622785
2009-08,1032.59,716.68,0.058241780765761995,0.012031179394487097,0.07308013642902966,0.0462106013712749,-0.01483835566326766
2009-09,1044.93,720.18,0.06477745169968212,0.01813812115642882,0.07855688032854682,0.046639330543253296,-0.013779428628864701
2009-10,1053.66,721.83,0.07167485430079641,0.016919782480065353,0.07391453724279977,0.054755071820731055,-0.0022396829420033566
2009-11,1058.0,722.81,0.08968813084497182,0.02065858962410686,0.07054225910026254,0.06902954122086497,0.019145871744709282
