date,ahe_level,benchmark_level,yoy,benchmark_yoy,real_yoy,rel_yoy,cpiu_yoy
2006-03,37.64,19.72,,,,,
2006-04,37.37,19.83,,,,,
2006-05,37.39,19.81,,,,,
2006-06,37.56,19.89,,,,,
2006-07,37.42,19.94,,,,,
2006-08,37.11,19.98,,,,,
2006-09,37.57,20.06,,,,,
2006-10,37.63,20.06,,,,,
2006-11,38.01,20.14,,,,,
2006-12,37.78,20.22,,,,,
2007-01,37.57,20.25,,,,,
2007-02,37.86,20.34,,,,,
2007-03,37.85,20.39,0.005579171094580257,0.03397565922920901,-0.022402801864859014,-0.028396488134628754,0.027981972959439272
2007-04,38.14,20.44,0.02060476317902069,0.030761472516389464,-0.005324484454262857,-0.010156709337368775,0.025929247633283546
2007-05,37.97,20.49,0.015512169029152133,0.0343260979303382,-0.011586688397574067,-0.01881392890118607,0.0270988574267262
2007-06,38.42,20.61,0.02289669861554844,0.036199095022624375,-0.004030952524193866,-0.013302396407075937,0.026927651139742305
2007-07,38.58,20.59,0.030999465526456348,0.03259779338014035,0.007820559661498225,-0.001598327853684002,0.023178905864958122
2007-08,38.62,20.65,0.040689841013203935,0.03353353353353344,0.021715356224195154,0.007156307479670498,0.01897448478900878
2007-09,38.64,20.69,0.028480170348682467,0.031405782652043995,0.00014190604887977937,-0.002925612303361528,0.028338264299802688
2007-10,38.67,20.74,0.027637523252723867,0.03389830508474575,-0.008469460402550984,-0.006260781832021882,0.03610698365527485
2007-11,38.57,20.78,0.014732965009208164,0.03177755710029794,-0.028999708258118588,-0.01704459209108978,0.04373267326732675
2007-12,38.54,20.81,0.02011646373742716,0.029179030662710184,-0.020971670186748118,-0.009062566925283025,0.04108813392417528
2008-01,38.63,20.86,0.028214000532339693,0.03012345679012343,-0.014732956019320006,-0.0019094562577837357,0.0429469565516597
2008-02,38.58,20.93,0.01901743264659268,0.029006882989183868,-0.022412160059527075,-0.009989450342591188,0.041429592706119754
2008-03,38.81,21.0,0.02536327608982829,0.029916625796959265,-0.014385759411516142,-0.0045533497071309735,0.03974903550134443
2008-04,38.99,21.05,0.022286313581541727,0.02984344422700584,-0.016751296178346434,-0.007557130645464115,0.03903760975988816
2008-05,39.15,21.12,0.031077166183829334,0.030746705710102615,-0.009806972047410555,0.00033046047372671875,0.04088413823123989
2008-06,39.13,21.15,0.018479958355023446,0.026200873362445375,-0.030879702704455135,-0.0077209150074219295,0.04935966105947858
2008-07,39.18,21.25,0.015552099533437051,0.0320543953375425,-0.03942302124998121,-0.01650229580410545,0.05497512078341826
