date,awe_level,benchmark_level,yoy,benchmark_yoy,real_yoy,rel_yoy,cpiu_yoy
2006-03,503.12,650.76,,,,,
2006-04,511.25,656.37,,,,,
2006-05,504.07,653.73,,,,,
2006-06,510.5,660.35,,,,,
2006-07,518.67,660.01,,,,,
2006-08,532.9,661.34,,,,,
2006-09,559.54,665.99,,,,,
2006-10,545.26,663.99,,,,,
2006-11,547.31,668.65,,,,,
2006-12,543.07,671.3,,,,,
2007-01,545.26,670.28,,,,,
2007-02,555.86,673.25,,,,,
2007-03,549.0,676.95,0.09119096835744951,0.04024525170569804,0.06320899539801024,0.050945716651751474,0.027981972959439272
2007-04,535.87,676.56,0.04815647921760392,0.030760089583618904,0.022227231584320377,0.01739638963398502,0.025929247633283546
2007-05,569.1,680.27,0.1290098597417026,0.04059780031511474,0.10191100231497639,0.08841205942658785,0.0270988574267262
2007-06,557.04,686.31,0.0911655239960822,0.039312485802983146,0.06423787285633989,0.051853038193099055,0.026927651139742305
2007-07,543.82,683.59,0.0484894055950799,0.03572673141316047,0.02531049973012178,0.012762674181919433,0.023178905864958122
2007-08,560.86,685.58,0.052467629949333905,0.03665285632201289,0.03349314516032512,0.015814773627321012,0.01897448478900878
2007-09,592.5,686.91,0.058905529542123955,0.03141188306130716,0.030567265242321267,0.027493646480816793,0.028338264299802688
2007-10,583.52,688.57,0.07016836004841726,0.03701862979864161,0.034061376393142405,0.03314973024977565,0.03610698365527485
2007-11,579.07,689.9,0.0580292704317482,0.03178045315187318,0.01429659716442145,0.02624881727987502,0.04373267326732675
2007-12,573.51,690.89,0.05605170604157832,0.02918218382243413,0.01496357211740304,0.026869522219144185,0.04108813392417528
2008-01,575.62,692.55,0.05567985914976344,0.03322492092856714,0.012732902598103744,0.022454938221196305,0.0429469565516597
2008-02,546.88,694.88,-0.01615514697945529,0.03212773858150761,-0.057584739685575044,-0.0482828855609629,0.041429592706119754
2008-03,546.82,697.2,-0.0039708561020035515,0.029913582982495013,-0.043719891603347986,-0.03388443908449856,0.03974903550134443
2008-04,528.12,698.86,-0.014462462910780599,0.032960860825351886,-0.05350007267066876,-0.047423323736132485,0.03903760975988816
2008-05,530.67,701.18,-0.06752767527675288,0.030737795287165345,-0.10841181350799277,-0.09826547056391823,0.04088413823123989
2008-06,528.99,702.18,-0.05035545023696675,0.023123661319228928,-0.09971511129644534,-0.07347911155619567,0.04935966105947858
2008-07,525.53,703.38,-0.033632451914236465,0.028950101669129102,-0.08860757269765474,-0.06258255358336556,0.05497512078341826
2008-08,524.71,708.16,-0.06445458759761791,0.03293561655824255,-0.11753475921853021,-0.09739020415586046,0.05308017162091231
2008-09,530.25,707.35,-0.10506329113924051,0.02975644553143797,-0.15459648989060118,-0.13481973667067848,0.04953319875136067
2008-10,505.65,709.82,-0.13344872497943516,0.030861059877717586,-0.17075930387900018,-0.16430978485715275,0.037310578899565024
2008-11,500.58,708.18,-0.13554492548396577,0.026496593709233185,-0.14654410019013264,-0.16204151919319895,0.010999174706166882
2008-12,489.46,709.32,-0.14655367822705798,0.02667573709273555,-0.14633139820151944,-0.17322941531979352,-0.00022228002553854217
2009-01,490.66,711.48,-0.14759737326708589,0.02733376651505316,-0.14646151307686459,-0.17493113978213903,-0.0011358601902212988
2009-02,489.33,713.97,-0.10523332358104157,0.0274723693299563,-0.1053179549877566,-0.13270569291099787,8.463140671503516e-05
2009-03,491.67,709.79,-0.10085585750338324,0.018057946069994144,-0.09639106982675942,-0.11891380357337739,-0.004464787676623829
2009-04,492.94,711.1,-0.06661364841323943,0.017514237472455153,-0.060850404169472405,-0.08412788588569459,-0.005763244243767021
2009-05,494.91,712.42,-0.06738651139125999,0.01603012065375511,-0.05722889643270823,-0.08341663204501511,-0.01015761495855176
2009-06,474.1,713.07,-0.1037637762528592,0.015508843886183173,-0.09147203007075004,-0.11927262013904237,-0.01229174618210915
2009-07,466.12,714.71,-0.11304778033604165,0.016107935966334044,-0.09346017029841887,-0.1291557163023757,-0.019587610037622785
2009-08,459.54,716.68,-0.12420194011930402,0.012031179394487097,-0.10936358445603636,-0.1362331195137911,-0.01483835566326766
2009-09,454.14,720.18,-0.14353606789250356,0.01813812115642882,-0.12975663926363887,-0.16167418904893238,-0.013779428628864701
2009-10,459.95,721.83,-0.09037872045881537,0.016919782480065353,-0.08813903751681201,-0.10729850293888073,-0.0022396829420033566
2009-11,463.68,722.81,-0.0737144911902193,0.02065858962410686,-0.09286036293492858,-0.09437308081432616,0.019145871744709282
2009-12,477.43,724.46,-0.024578106484697368,0.021344386172672397,-0.05271933771678099,-0.045922492657369765,0.028141231232083615
2010-01,488.21,727.65,-0.004993274365140923,0.02272727272727267,-0.031204388254908004,-0.027720547092413592,0.02621111388976708
2010-02,486.48,727.42,-0.005824290356201267,0.01883832654033073,-0.02733765393486652,-0.024662616896531996,0.021513363578665255
2010-03,490.48,729.63,-0.002420322574084239,0.027951929443920078,-0.0252820369673641,-0.030372252018004316,0.022861714393279862
2010-04,499.97,730.62,0.014261370552197082,0.027450428912951737,-0.007806336973107387,-0.013189058360754655,0.02206770752530447
2010-05,507.17,733.5,0.024772180800549576,0.029589287218214032,0.00473669150836379,-0.004817106417664457,0.020035489292185786
2010-06,506.04,732.27,0.06736975321662096,0.026925827758845458,0.05615414727593462,0.040443925457775504,0.011215605940686347
2010-07,507.87,736.14,0.08956920964558483,0.029984189391501378,0.07616142484076385,0.05958502025408345,0.013407784804820985
2010-08,508.76,737.14,0.10710710710710704,0.028548306078026508,0.09560533171199456,0.07855880102908053,0.011501775395112481
2010-09,510.25,741.02,0.12355220857004451,0.028937210141909014,0.1123690860977127,0.09461499842813549,0.011183122472331806
2010-10,510.9,743.35,0.11077291009892377,0.02981311389108236,0.09910595860960919,0.08095979620784141,0.01166695148931458
2010-11,523.33,741.11,0.12864475500345074,0.025317856698164207,0.11779930723744729,0.10332689830528653,0.010845447766003454
2010-12,524.67,744.34,0.09894644241040561,0.02744112856472406,0.08456851218822634,0.07150531384568154,0.014377930222179279
2011-01,529.83,748.0,0.08525019970914169,0.02796674225245657,0.06824236479411183,0.057283457456685116,0.01700783491502985
2011-02,558.01,748.33,0.14703584936688038,0.028745429050617364,0.12578686763354893,0.11829042031626302,0.021248981733331448
2011-03,566.29,748.33,0.15456287718153633,0.025629428614503305,0.12837046207799516,0.12893344856703304,0.02619241510354117
2011-04,566.87,751.91,0.13380802848170886,0.02913963483069169,0.10303568403384017,0.10466839365101717,0.030772344447868697
2011-05,587.66,753.91,0.15870418202969408,0.02782549420586226,0.12411446322072901,0.13087868782383183,0.03458971880896507
2011-06,599.44,752.98,0.1845703896925145,0.028281917871823284,0.14954720818615397,0.15628847182069122,0.03502318150636052
2011-07,598.88,759.24,0.17919940142162363,0.03137990056239306,0.14340059165162744,0.14781950085923057,0.03579880976999619
2011-08,604.65,754.97,0.1884778677568991,0.02418807824836536,0.15092790744981818,0.16428978950853373,0.03754996030708091
2011-09,609.3,758.91,0.1941205291523762,0.024142398315834913,0.15599431222418927,0.16997813083654129,0.038126216928186935
2011-10,631.76,761.24,0.23656292816598165,0.02406672496132372,0.20134024685934115,0.21249620320465792,0.03522268130664051
2011-11,626.69,762.24,0.1975044427034567,0.028511287123368995,0.16299012055763948,0.1689931555800877,0.03451432214581724
2011-12,651.66,762.9,0.24203785236434333,0.024934841604642963,0.21141718398014941,0.21710301075970037,0.03062066838419393
2012-01,664.15,766.86,0.25351527848555183,0.025213903743315527,0.22342761510569678,0.2283013747422363,0.030087663379855058
2012-02,662.1,764.9,0.18653787566531072,0.022142637606403507,0.1575560912418368,0.1643952380589072,0.028981784423473902
2012-03,676.28,767.57,0.19422910522876974,0.025710582229764953,0.16840035241544873,0.16851852299900477,0.025828752813321
2012-04,691.49,768.9,0.21983876373771766,0.02259578938968761,0.1971071299963691,0.19724297434803004,0.02273163374134856
2012-05,687.52,767.58,0.1699281897695947,0.01813213778833027,0.15254876039493395,0.15179605198126445,0.017379429374660738
2012-06,702.86,771.56,0.17252769251301206,0.024675290180349977,0.15598898803003566,0.1478524023326621,0.016538704482976386
2012-07,706.31,772.89,0.17938485172321658,0.017978504820610055,0.1652097369247517,0.16140634690260652,0.014175114798464887
2012-08,709.85,772.56,0.1739849499710577,0.02329893903068985,0.15712560081623647,0.15068601094036785,0.016859349154821242
2012-09,718.25,775.56,0.17881175118989012,0.021939360398466192,0.1593145822070705,0.15687239079142393,0.019497168982819623
2012-10,706.15,773.23,0.11775041154868936,0.01575061741369346,0.09619363095331998,0.1019997941349959,0.021556780595369373
2012-11,716.52,777.89,0.14334040753801708,0.020531591099916008,0.12538021050409087,0.12280881643810107,0.017960197033926213
2012-12,720.24,780.89,0.10523892827548115,0.02358107222440688,0.08764387847858562,0.08165785605107427,0.017595049796895516
2013-01,724.84,779.54,0.09137995934653324,0.01653496074902844,0.07453934172555032,0.0748449985975048,0.016840617620982913
