date,awp_level,benchmark_level,yoy,benchmark_yoy,real_yoy,rel_yoy,cpiu_yoy
2006-03,113754.0,59588792.0,,,,,
2006-04,113850.0,60165767.0,,,,,
2006-05,112625.0,59965999.0,,,,,
2006-06,112784.0,60633810.0,,,,,
2006-07,112175.0,60700830.0,,,,,
2006-08,111189.0,60919160.0,,,,,
2006-09,116117.0,61411784.0,,,,,
2006-10,114892.0,61303179.0,,,,,
2006-11,114139.0,61901418.0,,,,,
2006-12,112857.0,62272181.0,,,,,
2007-01,107337.0,62297363.0,,,,,
2007-02,104535.0,62679947.0,,,,,
2007-03,105295.0,63126074.0,-0.0743622202296183,0.059361532282782306,-0.10234419318905758,-0.1337237525124006,0.027981972959439272
2007-04,103325.0,63141695.0,-0.09244620114185331,0.04946214680517577,-0.11837544877513687,-0.14190834794702908,0.025929247633283546
2007-05,103334.0,63593502.0,-0.08249500554938957,0.06049266351753766,-0.10959386297611577,-0.14298766906692723,0.0270988574267262
2007-06,103913.0,64203200.0,-0.07865477372676975,0.05886798141169094,-0.10558242486651206,-0.13752275513846068,0.026927651139742305
2007-07,103352.0,63986575.0,-0.07865388901270337,0.054130149455946484,-0.10183279487766149,-0.13278403846864986,0.023178905864958122
2007-08,104219.0,64189493.0,-0.06268605707399114,0.05368315978092935,-0.08166054186299992,-0.11636921685492049,0.01897448478900878
2007-09,102855.0,64384570.0,-0.11421238922810613,0.048407419657439034,-0.14255065352790883,-0.16261980888554517,0.028338264299802688
2007-10,106391.0,64606967.0,-0.07399122654318839,0.053892604819074715,-0.11009821019846325,-0.1278838313622631,0.03610698365527485
2007-11,103465.0,64814358.0,-0.0935175531588677,0.04705772652897871,-0.13725022642619444,-0.14057527968784642,0.04373267326732675
2007-12,107943.0,64979079.0,-0.04354182726813578,0.043468816356375894,-0.08462996119231106,-0.08701064362451168,0.04108813392417528
2008-01,113121.0,65144216.0,0.053886357919449956,0.045697809070987486,0.010939401367790258,0.00818854884846247,0.0429469565516597
2008-02,109114.0,65333623.0,0.04380351078586119,0.04233692156759482,0.0023739180797414383,0.0014665892182663745,0.041429592706119754
2008-03,109138.0,65540979.0,0.03649745951849565,0.03825526992221946,-0.003251575982848781,-0.0017578104037238099,0.03974903550134443
2008-04,109785.0,65636237.0,0.06252117106218244,0.03950704839330018,0.02348356130229428,0.02301412266888226,0.03903760975988816
2008-05,107526.0,65753530.0,0.0405674802098051,0.03396617472017817,-0.0003166580214347889,0.006601305489626931,0.04088413823123989
2008-06,105321.0,65799892.0,0.013549796464349985,0.024869352306427093,-0.035809864595128596,-0.011319555842077108,0.04935966105947858
2008-07,106957.0,65821833.0,0.03488079572722347,0.028681922731447963,-0.020094325056194795,0.006198872995775505,0.05497512078341826
2008-08,104146.0,66143178.0,-0.0007004480948771337,0.030436211733281645,-0.05378061971578944,-0.031136659828158778,0.05308017162091231
2008-09,100828.0,65873816.0,-0.019707355014340577,0.02313047986497386,-0.06924055376570125,-0.04283783487931443,0.04953319875136067
2008-10,97495.0,65910670.0,-0.08361609534641089,0.020178984721570353,-0.12092667424597592,-0.10379508006798124,0.037310578899565024
2008-11,95303.0,65411754.0,-0.07888658000289953,0.009217031818783116,-0.0898857547090664,-0.08810361182168264,0.010999174706166882
2008-12,94609.0,65242199.0,-0.12352815837988568,0.004049303314994661,-0.12330587835434713,-0.12757746169488035,-0.00022228002553854217
2009-01,95007.0,65186509.0,-0.16012941894078023,0.0006492211065983203,-0.15899355875055893,-0.16077864004737855,-0.0011358601902212988
2009-02,91508.0,65097376.0,-0.16135418003189325,-0.003616009477998794,-0.16143881143860828,-0.15773817055389447,8.463140671503516e-05
2009-03,90712.0,64392330.0,-0.16883212080118748,-0.017525661311833623,-0.16436733312456364,-0.15130645948935387,-0.004464787676623829
2009-04,90315.0,64187087.0,-0.17734663205355922,-0.022078505201326516,-0.1715833878097922,-0.1552681268522327,-0.005763244243767021
2009-05,88785.0,64263485.0,-0.17429272920037944,-0.022661064736752536,-0.1641351142418277,-0.15163166446362691,-0.01015761495855176
2009-06,88262.0,64192872.0,-0.1619714966625839,-0.024422836438698105,-0.14967975048047474,-0.1375486602238858,-0.01229174618210915
2009-07,87949.0,64236179.0,-0.1777162785044457,-0.024090091808898727,-0.15812866846682294,-0.15362618669554698,-0.019587610037622785
2009-08,86341.0,64357143.0,-0.1709619188446988,-0.027002557996230542,-0.15612356318143114,-0.14395936084846825,-0.01483835566326766
2009-09,88007.0,64644169.0,-0.12715713888999086,-0.018666703626217737,-0.11337771026112616,-0.10849043526377312,-0.013779428628864701
2009-10,86496.0,64699436.0,-0.11281604184829991,-0.01837690316302353,-0.11057635890629655,-0.09443913868527638,-0.0022396829420033566
2009-11,86273.0,64811742.0,-0.09475042758360178,-0.009172846825052268,-0.11389629932831105,-0.08557758075854952,0.019145871744709282
2009-12,86820.0,64870876.0,-0.08232831971588327,-0.005691454391351831,-0.11046955094796689,-0.07663686532453144,0.028141231232083615
2010-01,85713.0,65210538.0,-0.09782437083583315,0.0003686192184336793,-0.12403548472560022,-0.09819299005426682,0.02621111388976708
2010-02,89145.0,65189102.0,-0.02582287887397823,0.0014090583313219876,-0.047336242452643486,-0.02723193720530022,0.021513363578665255
2010-03,89517.0,65441244.0,-0.013173560278684188,0.01628942453239384,-0.036035274671964046,-0.02946298481107803,0.022861714393279862
2010-04,89109.0,65635978.0,-0.013353263577478824,0.02257293589285334,-0.03542097110278329,-0.03592619947033216,0.02206770752530447
2010-05,92998.0,65955229.0,0.047451709185110096,0.026325120712018653,0.02741621989292431,0.021126588473091443,0.020035489292185786
2010-06,91571.0,65921142.0,0.03749065282907706,0.026923082674973633,0.02627504688839072,0.01056757015410343,0.011215605940686347
2010-07,89477.0,66314053.0,0.017373705215522634,0.03234740970505111,0.003965920410701649,-0.014973704489528474,0.013407784804820985
2010-08,88072.0,66502295.0,0.020048412689220647,0.033331995486499455,0.008546637294108166,-0.013283582797278808,0.011501775395112481
2010-09,87546.0,66930761.0,-0.0052382196870703465,0.03537197608650519,-0.016421342159402153,-0.04061019577357554,0.011183122472331806
2010-10,91937.0,67299011.0,0.06290464298927118,0.040179252876331104,0.05123769149995659,0.022725390112940072,0.01166695148931458
2010-11,88115.0,67180792.0,0.02135082818494778,0.03655279007930384,0.010505380418944327,-0.015201961894356061,0.010845447766003454
2010-12,90860.0,67574530.0,0.04653305689933195,0.04167747017937603,0.03215512667715267,0.004855586719955923,0.014377930222179279
2011-01,91665.0,67924773.0,0.06944104161562424,0.04162264387390885,0.05243320670059439,0.027818397741715392,0.01700783491502985
2011-02,91743.0,68109817.0,0.029143530203600877,0.04480373115125899,0.007894548470269429,-0.015660200947658114,0.021248981733331448
2011-03,93355.0,68248257.0,0.0428745377972899,0.04289363753537448,0.01668212269374873,-1.9099738084581153e-05,0.02619241510354117
2011-04,99216.0,68779086.0,0.11342288657711343,0.047886968333129734,0.08265054212924473,0.06553591824398369,0.030772344447868697
2011-05,95086.0,69046272.0,0.022452095743994493,0.046865776176745595,-0.012137623064970574,-0.024413680432751102,0.03458971880896507
2011-06,95392.0,69078767.0,0.04172718437059768,0.04790003486286691,0.006704002864237155,-0.006172850492269233,0.03502318150636052
2011-07,99322.0,69749851.0,0.11002827542273433,0.05181100904811232,0.07422946565273814,0.05821726637462201,0.03579880976999619
2011-08,102248.0,69459330.0,0.1609592151875738,0.04446515717991387,0.1234092548804929,0.11649405800765994,0.03754996030708091
2011-09,107312.0,69981093.0,0.22577844790167456,0.0455744407268879,0.18765223097348763,0.18020400717478666,0.038126216928186935
2011-10,107764.0,70326984.0,0.17215049436026844,0.04499283057814921,0.13692781305362794,0.12715766378211923,0.03522268130664051
2011-11,111509.0,70543501.0,0.2654939567610509,0.050054619778820114,0.2309796346152337,0.2154393369822308,0.03451432214581724
2011-12,105600.0,70727981.0,0.162227602905569,0.0466662661212738,0.13160693452137506,0.1155613367842952,0.03062066838419393
2012-01,105092.0,71328317.0,0.14647902689139802,0.05010755059866008,0.11639136351154297,0.09637147629273794,0.030087663379855058
2012-02,105346.0,71323963.0,0.14827289275476058,0.047190642136066815,0.11929110833128667,0.10108225061869376,0.028981784423473902
2012-03,103788.0,71729710.0,0.11175619945369825,0.05101160312416477,0.08592744664037724,0.060744596329533475,0.025828752813321
2012-04,104526.0,71914174.0,0.053519593613933235,0.04558199566653154,0.030787959872584675,0.007937597947401696,0.02273163374134856
