# Industry: Private elementary and secondary schools
# Series ID: CES6561110001
# Parent series: Private educational services (CES6561000001)
# Generated: 2026-03-05
# Denominator options:
#   opt1: Level 4 parent (default) = Private educational services
#   opt2: Level 3 parent = Private educational services
#   opt3: Level 2 parent = Private education and health services
#   opt4: Goods/Service-providing total = Service-providing
#   opt5: Total private / Total government = Total private
date,employment_level,log_level,trend_log_level,predicted_level,resid_log_level,share_opt1,denom_employment_opt1,log_share_opt1,trend_log_share_opt1,predicted_share_opt1,resid_log_share_opt1,trend_raw_share_opt1,resid_raw_pct_dev_opt1,share_opt2,denom_employment_opt2,log_share_opt2,trend_log_share_opt2,predicted_share_opt2,resid_log_share_opt2,trend_raw_share_opt2,resid_raw_pct_dev_opt2,share_opt3,denom_employment_opt3,log_share_opt3,trend_log_share_opt3,predicted_share_opt3,resid_log_share_opt3,trend_raw_share_opt3,resid_raw_pct_dev_opt3,share_opt4,denom_employment_opt4,log_share_opt4,trend_log_share_opt4,predicted_share_opt4,resid_log_share_opt4,trend_raw_share_opt4,resid_raw_pct_dev_opt4,share_opt5,denom_employment_opt5,log_share_opt5,trend_log_share_opt5,predicted_share_opt5,resid_log_share_opt5,trend_raw_share_opt5,resid_raw_pct_dev_opt5
2000-01,700.3,6.551508814661472,,,,0.29788591603215786,2350.9,-1.2110446978825045,,,,,,0.29788591603215786,2350.9,-1.2110446978825045,,,,,,0.04637748344370861,15100.0,-3.0709412081415435,,,,,,0.006582880562501174,106382.0,-5.023282853984524,,,,,,0.006340999637812386,110440.0,-5.060718851382619,,,,,
2000-02,701.0,6.55250788703459,,,,0.2982597966217078,2350.3,-1.2097903715302927,,,,,,0.2982597966217078,2350.3,-1.2097903715302927,,,,,,0.04638083895725817,15114.0,-3.070868858546075,,,,,,0.0065814180561814635,106512.0,-5.023505046805894,,,,,,0.006342686005374544,110521.0,-5.060452940097913,,,,,
2000-03,704.9,6.55805594877983,,,,0.2986105227484538,2360.6,-1.2086151542151387,,,,,,0.2986105227484538,2360.6,-1.2086151542151387,,,,,,0.04655570966250578,15141.0,-3.067105626228542,,,,,,0.006594136466538195,106898.0,-5.021574438984389,,,,,,0.006357839290707218,110871.0,-5.058066693518364,,,,,
2000-04,708.2,6.562726539677803,,,,0.29883117431115236,2369.9,-1.2078764994683509,,,,,,0.29883117431115236,2369.9,-1.2078764994683509,,,,,,0.04671195831409538,15161.0,-3.0637550804037783,,,,,,0.006606651429637577,107195.0,-5.019678345062228,,,,,,0.006375470373237789,111082.0,-5.055297406622255,,,,,
2000-05,709.1,6.563996560309951,,,,0.2980914746931226,2378.8,-1.2103548775224877,,,,,,0.2980914746931226,2378.8,-1.2103548775224877,,,,,,0.04668510105997762,15189.0,-3.064330200328068,,,,,,0.006598795819801041,107459.0,-5.020868098141362,,,,,,0.006390706393410119,110958.0,-5.05291047000298,,,,,
2000-06,710.7,6.56625039983285,,,,0.2972645139702192,2390.8,-1.2131329171172496,,,,,,0.2972645139702192,2390.8,-1.2131329171172496,,,,,,0.04670127480615061,15218.0,-3.0639838169036184,,,,,,0.006617749760226458,107393.0,-5.017999882191193,,,,,,0.0063925667410232425,111176.0,-5.052619410333568,,,,,
2000-07,711.5,6.567375417529907,,,,0.29668084396630806,2398.2,-1.2150983174154257,,,,,,0.29668084396630806,2398.2,-1.2150983174154257,,,,,,0.046667978486160305,15246.0,-3.064697035018312,,,,,,0.006617927467887007,107511.0,-5.017973029366438,,,,,,0.006389130844730201,111361.0,-5.053157037883078,,,,,
2000-08,717.4,6.575633565098182,,,,0.29706004140786746,2415.0,-1.2138210009884909,,,,,,0.29706004140786746,2415.0,-1.2138210009884909,,,,,,0.04693183304984953,15286.0,-3.0590590907046473,,,,,,0.006670323846361261,107551.0,-5.010086867555398,,,,,,0.006440029803316067,111397.0,-5.045222111032474,,,,,
2000-09,725.4,6.586723226848802,,,,0.3009209325479134,2410.6,-1.200907731305441,,,,,,0.3009209325479134,2410.6,-1.200907731305441,,,,,,0.04730046948356807,15336.0,-3.0512350578766787,,,,,,0.00673562620710147,107696.0,-5.000344495401692,,,,,,0.006499883514632354,111602.0,-5.035971023066917,,,,,
2000-10,729.3,6.592085169990187,,,,0.3033820042431049,2403.9,-1.1927625274619473,,,,,,0.3033820042431049,2403.9,-1.1927625274619473,,,,,,0.04747737777488444,15361.0,-3.047501938758958,,,,,,0.006770707614609057,107714.0,-4.995149675421181,,,,,,0.0065344192672633925,111609.0,-5.030671800848804,,,,,
2000-11,733.5,6.597827597583036,,,,0.30292392830593873,2421.4,-1.1942735666906035,,,,,,0.30292392830593873,2421.4,-1.1942735666906035,,,,,,0.04760205074956195,15409.0,-3.044879435698817,,,,,,0.006795945595374866,107932.0,-4.991429080593714,,,,,,0.006561057640702708,111796.0,-5.026603463304732,,,,,
2000-12,736.8,6.602316484941097,,,,0.3019672131147541,2440.0,-1.1974368333461505,,,,,,0.3019672131147541,2440.0,-1.1974368333461505,,,,,,0.04764306498545102,15465.0,-3.044018200178073,,,,,,0.00681326404172292,108142.0,-4.9888839723679865,,,,,,0.0065837443705768816,111912.0,-5.023151642215169,,,,,
2001-01,739.8,6.606379879398354,,,,0.3021811943468671,2448.2,-1.1967284602430586,,,,,,0.3021811943468671,2448.2,-1.1967284602430586,,,,,,0.047670597332302334,15519.0,-3.043440479273271,,,,,,0.0068393609940093185,108168.0,-4.98506097364024,,,,,,0.006613151213930703,111868.0,-5.018695004388827,,,,,
2001-02,742.4,6.609888181471991,,,,0.30200960052070625,2458.2,-1.1972964723088895,,,,,,0.30200960052070625,2458.2,-1.1972964723088895,,,,,,0.047672253258845436,15573.0,-3.043405743023348,,,,,,0.006854399409103499,108310.0,-4.982864583357792,,,,,,0.0066355624675997925,111882.0,-5.015311841980157,,,,,
2001-03,746.3,6.615127664137342,,,,0.3014500949226481,2475.7,-1.1991507991598982,,,,,,0.3014500949226481,2475.7,-1.1991507991598982,,,,,,0.047750975750207945,15629.0,-3.041755777704852,,,,,,0.006888435587635336,108341.0,-4.9779112752331685,,,,,,0.006674954832477684,111806.0,-5.009392841388728,,,,,
2001-04,747.0,6.616065185132817,,,,0.3008821041607927,2482.7,-1.2010367714890433,,,,,,0.3008821041607927,2482.7,-1.2010367714890433,,,,,,0.047664624808575806,15672.0,-3.0435657744915594,,,,,,0.006903690285851594,108203.0,-4.975699186309863,,,,,,0.006701595105233883,111466.0,-5.005409705512627,,,,,
2001-05,752.0,6.62273632394984,,,,0.29901785359258815,2514.9,-1.2072519963620816,,,,,,0.29901785359258815,2514.9,-1.2072519963620816,,,,,,0.04775512796088144,15747.0,-3.0416688259705698,,,,,,0.006944316188013667,108290.0,-4.969831768672585,,,,,,0.0067517215992242705,111379.0,-4.997957754880934,,,,,
2001-06,749.6,6.619539730924212,,,,0.29954045954045955,2502.5,-1.2055057802651632,,,,,,0.29954045954045955,2502.5,-1.2055057802651632,,,,,,0.04749113025848961,15784.0,-3.047212316778239,,,,,,0.006919150428754719,108337.0,-4.97346228730063,,,,,,0.006743250901828846,111163.0,-4.999213140693279,,,,,
