# Industry: Linen supply
# Series ID: CES8081233101
# Denominator: Personal and laundry services (CES8081200001)
# Generated: 2026-03-04
date,employment_level,employment_share,log_level,log_share,trend_log_level,predicted_level,resid_log_level,trend_log_share,predicted_share_log_trend,resid_log_share,trend_raw_share,resid_raw_share_pct_dev
2000-01,74.0,0.0601919635594598,4.30406509320417,-2.8102164312687408,,,,,,,,
2000-02,74.6,0.0606208353648626,4.312140507209715,-2.8031166270966756,,,,,,,,
2000-03,74.5,0.0602799579253984,4.310799125385514,-2.8087556032101775,,,,,,,,
2000-04,74.5,0.0603287715604502,4.310799125385514,-2.8079461487382633,,,,,,,,
2000-05,75.5,0.0611385537290468,4.324132656254979,-2.794612617868799,,,,,,,,
2000-06,76.3,0.0615173748286704,4.334672938290411,-2.788435626530874,,,,,,,,
2000-07,76.4,0.0615087352065051,4.335982696172475,-2.7885760783776736,,,,,,,,
2000-08,76.2,0.061047908988944,4.333361462692601,-2.796096329807343,,,,,,,,
2000-09,76.5,0.0610632183908046,4.33729074083249,-2.7958455844040486,,,,,,,,
2000-10,76.7,0.0611398963730569,4.33990170837321,-2.794590657433268,,,,,,,,
2000-11,77.2,0.0614062997136493,4.3463994570307305,-2.7902428478926833,,,,,,,,
2000-12,76.8,0.0610687022900763,4.341204640153626,-2.7957557815213163,,,,,,,,
2001-01,76.4,0.0608522500995619,4.335982696172475,-2.799306482425165,,,,,,,,
2001-02,76.7,0.0610182975338106,4.33990170837321,-2.7965815002170378,,,,,,,,
2001-03,77.0,0.0613301473516527,4.343805421853684,-2.7914837567439563,,,,,,,,
2001-04,77.1,0.0613706917137626,4.345103280569283,-2.790822891441089,,,,,,,,
2001-05,76.9,0.0612749003984063,4.3425058765115985,-2.7923849750542873,,,,,,,,
2001-06,76.4,0.0609056122448979,4.335982696172475,-2.7984299534236694,,,,,,,,
2001-07,76.4,0.0608667941363926,4.335982696172475,-2.7990675052463483,,,,,,,,
2001-08,76.1,0.0607245451643791,4.33204826486764,-2.801407294210398,,,,,,,,
2001-09,76.2,0.0606398217412064,4.333361462692601,-2.8028034772762465,,,,,,,,
2001-10,75.6,0.0603207532115215,4.3254562831854875,-2.8080790684319905,,,,,,,,
2001-11,75.1,0.059950506905085,4.318820558770089,-2.8142359420800576,,,,,,,,
2001-12,74.6,0.0592863387109592,4.312140507209715,-2.8253763753882075,,,,,,,,
