# Industry: Private educational support services
# Series ID: CES6561170001
# Denominator: Private educational services (CES6561000001)
# Generated: 2026-03-04
date,employment_level,employment_share,log_level,log_share,trend_level,trend_share,predicted_level_trend,predicted_share_trend,resid_log_level_linear_trend,resid_log_share_quad_trend,hamilton_cf_log_level,hamilton_cf_log_share,predicted_level_hamilton,predicted_share_hamilton,resid_log_level_hamilton,resid_log_share_hamilton
2000-01,37.5,0.0159513377855289,3.624340932976365,-4.138212579567615,,,,,,,,,,,,
2000-02,37.6,0.0159979577075266,3.6270040503958487,-4.13529420816904,,,,,,,,,,,,
2000-03,37.7,0.0159705159705159,3.629660094453965,-4.137011008541008,,,,,,,,,,,,
2000-04,37.7,0.0159078442128359,3.629660094453965,-4.140942944692195,,,,,,,,,,,,
2000-05,38.2,0.0160585168992769,3.6428355156125294,-4.131515922219912,,,,,,,,,,,,
2000-06,38.8,0.0162288773632256,3.6584202466292277,-4.120963070320878,,,,,,,,,,,,
2000-07,39.8,0.0165957801684596,3.6838669122903918,-4.098606822654945,,,,,,,,,,,,
2000-08,40.0,0.0165631469979296,3.6888794541139363,-4.100575111972737,,,,,,,,,,,,
2000-09,39.9,0.0165518957935783,3.686376323895818,-4.101254634258429,,,,,,,,,,,,
2000-10,40.1,0.0166812263405299,3.6913763343125234,-4.093471363139615,,,,,,,,,,,,
2000-11,40.2,0.0166019658049062,3.6938669956249757,-4.098234168648668,,,,,,,,,,,,
2000-12,40.6,0.016639344262295,3.703768066607687,-4.095985251679566,,,,,,,,,,,,
2001-01,41.2,0.0168286904664651,3.7184382563554808,-4.084670083285935,,,,,,,,,,,,
2001-02,41.5,0.0168822715808315,3.7256934272366524,-4.081491226544228,,,,,,,,,,,,
2001-03,41.9,0.0169245062002665,3.735285826928092,-4.078992636369153,,,,,,,,,,,,
2001-04,41.9,0.0168767873685906,3.735285826928092,-4.081816129693771,,,,,,,,,,,,
2001-05,42.0,0.0167004652272456,3.7376696182833684,-4.092318702028554,,,,,,,,,,,,
2001-06,41.7,0.0166633366633366,3.730501128804756,-4.0945443823846235,,,,,,,,,,,,
2001-07,42.0,0.0167357347784507,3.7376696182833684,-4.090209038593103,,,,,,,,,,,,
2001-08,42.5,0.0168243537468825,3.7495040759303713,-4.084927814478341,,,,,,,,,,,,
2001-09,43.3,0.0170224476156779,3.768152635008444,-4.073222357969626,,,,,,,,,,,,
2001-10,43.9,0.0172407021953422,3.7819143200811256,-4.0604822839877635,,,,,,,,,,,,
2001-11,44.3,0.0173399091905432,3.7909846770510898,-4.05474454463635,,,,,,,,,,,,
2001-12,44.7,0.0174282595134123,3.7999735016195233,-4.0496622802357685,,,,,,,,,,,,
2002-01,45.3,0.0175513366912049,3.8133070324889884,-4.0426251672296285,,,,,,,,,,,,
2002-02,45.8,0.0176228404324906,3.824284091120139,-4.038559466444069,,,,,,,,,,,,
2002-03,46.4,0.0177886827173746,3.8372994592322094,-4.02919282628684,,,,,,,,,,,,
2002-04,46.0,0.017594186268885,3.828641396489095,-4.040186757139094,,,,,,,,,,,,
2002-05,47.8,0.0181342236048408,3.86702563949741,-4.009954319138321,,,,,,,,,,,,
2002-06,54.1,0.0202061701650855,3.9908341858524357,-3.901767267499363,,,,,,,,,,,,
2002-07,53.3,0.0197949936863997,3.975936331171799,-3.922326217373339,,,,,,,,,,,,
2002-08,53.8,0.0200956222919468,3.9852734671677386,-3.907253284058749,,,,,,,,,,,,
2002-09,51.6,0.0193439550140581,3.9435216724875173,-3.9453753106883918,,,,,,,,,,,,
2002-10,50.4,0.0189502180779064,3.919991175077323,-3.9659398394509795,,,,,,,,,,,,
2002-11,50.8,0.0190640597440612,3.927896354584436,-3.95995040532252,,,,,,,,,,,,
2002-12,51.0,0.0191585274229902,3.9318256327243257,-3.955007366230733,,,,,,,,,,,,
2003-01,51.1,0.0191701680672268,3.933784497209659,-3.9543999547628697,,,,,,,,,,,,
2003-02,52.5,0.0196548238553404,3.960813169597578,-3.9294324819729227,,,,,,,,,,,,
2003-03,51.9,0.0194498575925648,3.949318790171843,-3.939915530663519,,,,,,,,,,,,
2003-04,53.1,0.0197581395348837,3.9721769282478934,-3.924189744188026,,,,,,,,,,,,
2003-05,53.9,0.0199481865284974,3.9871304779149512,-3.914617040605193,,,,,,,,,,,,
2003-06,54.8,0.0203982877349711,4.00369019395397,-3.892304316214909,,,,,,,,,,,,
2003-07,56.2,0.0208766716196136,4.028916756899646,-3.8691229338649764,,,,,,,,,,,,
2003-08,55.8,0.0207759326829994,4.021773869387265,-3.8739600447598135,,,,,,,,,,,,
2003-09,57.8,0.0214431459840474,4.056988775678332,-3.8423502192133956,,,,,,,,,,,,
2003-10,60.3,0.0221715630400411,4.09933210373314,-3.8089447553564164,,,,,,,,,,,,
2003-11,62.2,0.0227738722905682,4.130354999745133,-3.7821413522950444,,,,,,,,,,,,
2003-12,65.4,0.023885175851868,4.180522258463153,-3.734497269727792,,,,,,,,,,,,
2004-01,65.7,0.0239492581926876,4.185098925490565,-3.7318179287703357,,,,,,,,,,,,
2004-02,64.3,0.0234329446064139,4.163559631243574,-3.753612357602206,,,,,,,,,,,,
2004-03,63.4,0.0230310956117407,4.14946386144318,-3.7709099930400933,,,,,,,,,,,,
2004-04,65.8,0.0239081462103044,4.186619838331271,-3.7335360324999134,,,,,,,,,,,,
2004-05,61.0,0.0221479921574322,4.110873864173311,-3.8100084341197182,,,,,,,,,,,,
2004-06,68.6,0.0249927134946079,4.22829253473184,-3.689170956812404,,,,,,,,,,,,
2004-07,68.0,0.0246761258482418,4.219507705176107,-3.701919067621741,,,,,,,,,,,,
2004-08,69.9,0.0253352664008698,4.247065649239764,-3.6755579249775248,,,,,,,,,,,,
2004-09,69.7,0.0254611872146118,4.244200317766478,-3.670600056358281,,,,,,,,,,,,
2004-10,70.8,0.025390905178597,4.259859000699674,-3.6733642329125713,,,,,,,,,,,,
2004-11,72.2,0.0258939138543198,4.279440045898781,-3.653747324209955,,,,,,,,,,,,
2004-12,72.1,0.0257196875111475,4.278054044290903,-3.660498529330869,,,,,,,,,,,,
2005-01,72.5,0.0256728045325779,4.283586561860629,-3.662323036752504,,,,,,,,,,,,
2005-02,73.0,0.0260379512055928,4.290459441148391,-3.648200143477779,,,,,,,,,,,,
2005-03,76.4,0.0272002278553118,4.335982696172475,-3.6045299286817505,,,,,,,,,,,,
2005-04,75.5,0.0268453989475181,4.324132656254979,-3.6176608340700285,,,,,,,,,,,,
2005-05,79.6,0.0281789861229113,4.377014092850337,-3.5691787517638414,,,,,,,,,,,,
2005-06,74.6,0.0262861169837914,4.312140507209715,-3.638714350510273,,,,,,,,,,,,
2005-07,73.0,0.0257350349009377,4.290459441148391,-3.6599019897121177,,,,,,,,,,,,
2005-08,76.1,0.0267083143228161,4.33204826486764,-3.6227803641919025,,,,,,,,,,,,
2005-09,78.6,0.0275296837238625,4.364371699435161,-3.5924904483112488,,,,,,,,,,,,
2005-10,81.7,0.0286938503143328,4.403054001865957,-3.551072453938602,,,,,,,,,,,,
2005-11,86.4,0.0302267002518891,4.45898767581001,-3.4990296308991926,,,,,,,,,,,,
2005-12,84.3,0.0294117647058823,4.4343818650078095,-3.5263605246161633,,,,,,,,,,,,
2006-01,83.8,0.0291306010359092,4.428433007488037,-3.535966075339708,,,,,,,,,,,,
2006-02,85.3,0.0294615411183642,4.446174454497633,-3.524669557083568,,,,,,,,,,,,
