# Industry: Warehousing and storage
# Series ID: CES4349300001
# Parent series: Total private (CES0500000001)
# Generated: 2026-03-05
# Denominator options:
#   opt1: Level 4 parent (default) = Service-providing
#   opt2: Level 3 parent = Transportation and warehousing
#   opt3: Level 2 parent = Trade, transportation, and utilities
#   opt4: Goods/Service-providing total = Service-providing
#   opt5: Total private / Total government = Total private
date,employment_level,log_level,trend_log_level,predicted_level,resid_log_level,share_opt1,denom_employment_opt1,log_share_opt1,trend_log_share_opt1,predicted_share_opt1,resid_log_share_opt1,trend_raw_share_opt1,resid_raw_pct_dev_opt1,share_opt2,denom_employment_opt2,log_share_opt2,trend_log_share_opt2,predicted_share_opt2,resid_log_share_opt2,trend_raw_share_opt2,resid_raw_pct_dev_opt2,share_opt3,denom_employment_opt3,log_share_opt3,trend_log_share_opt3,predicted_share_opt3,resid_log_share_opt3,trend_raw_share_opt3,resid_raw_pct_dev_opt3,share_opt4,denom_employment_opt4,log_share_opt4,trend_log_share_opt4,predicted_share_opt4,resid_log_share_opt4,trend_raw_share_opt4,resid_raw_pct_dev_opt4,share_opt5,denom_employment_opt5,log_share_opt5,trend_log_share_opt5,predicted_share_opt5,resid_log_share_opt5,trend_raw_share_opt5,resid_raw_pct_dev_opt5
2000-01,510.2,6.234802805707711,,,,0.004795924122501927,106382.0,-5.339988862938284,,,,,,0.11691912826271283,4363.7,-2.146272794610944,,,,,,0.019590676957339785,26043.0,-3.9327014913522067,,,,,,0.004795924122501927,106382.0,-5.339988862938284,,,,,,0.0046197030061571895,110440.0,-5.3774248603363795,,,,,
2000-02,511.3,6.236956502085953,,,,0.004800398077211957,106512.0,-5.339056431754531,,,,,,0.1169273691913648,4372.8,-2.14620231308785,,,,,,0.01961935459115153,26061.0,-3.9312387208420767,,,,,,0.004800398077211957,106512.0,-5.339056431754531,,,,,,0.004626270120610562,110521.0,-5.376004325046549,,,,,
2000-03,512.7,6.239690878789655,,,,0.004796160826208162,106898.0,-5.339939508974564,,,,,,0.11702006253851598,4381.3,-2.1454098841963143,,,,,,0.019630140133241443,26118.0,-3.9306891319906976,,,,,,0.004796160826208162,106898.0,-5.339939508974564,,,,,,0.004624293097383446,110871.0,-5.376431763508538,,,,,
2000-04,514.2,6.2426122948317895,,,,0.004796865525444284,107195.0,-5.339792589908242,,,,,,0.1172232987575516,4386.5,-2.143674626736649,,,,,,0.01963794683776352,26184.0,-3.9302915213492273,,,,,,0.004796865525444284,107195.0,-5.339792589908242,,,,,,0.0046290128013539555,111082.0,-5.375411651468269,,,,,
2000-05,514.1,6.242417799061459,,,,0.004784150234042751,107459.0,-5.342446859389854,,,,,,0.11733960240111382,4381.3,-2.14268296392451,,,,,,0.019683743012481814,26118.0,-3.9279622117188935,,,,,,0.004784150234042751,107459.0,-5.342446859389854,,,,,,0.00463328466627012,110958.0,-5.374489231251473,,,,,
2000-06,519.3,6.252481750850273,,,,0.004835510694365554,107393.0,-5.331768531173769,,,,,,0.11824308939387038,4391.8,-2.135012693961618,,,,,,0.01986610558530987,26140.0,-3.9187402363279396,,,,,,0.004835510694365554,107393.0,-5.331768531173769,,,,,,0.004670972152263078,111176.0,-5.366388059316145,,,,,
2000-07,518.7,6.251325681357355,,,,0.004824622596757542,107511.0,-5.3340227655389905,,,,,,0.11781942078364567,4402.5,-2.1386021590130064,,,,,,0.019835564053537286,26150.0,-3.9202787881357146,,,,,,0.004824622596757542,107511.0,-5.3340227655389905,,,,,,0.004657824552581245,111361.0,-5.36920677405563,,,,,
2000-08,520.0,6.253828811575473,,,,0.00483491552844697,107551.0,-5.331891621078107,,,,,,0.11764705882352941,4420.0,-2.1400661634962708,,,,,,0.019863249169181404,26179.0,-3.9188840300618697,,,,,,0.00483491552844697,107551.0,-5.331891621078107,,,,,,0.004667989263624693,111397.0,-5.367026864555182,,,,,
2000-09,520.8,6.255366090894359,,,,0.004835834199970287,107696.0,-5.331701631356135,,,,,,0.11813274055255635,4408.6,-2.1359463668278784,,,,,,0.019896848137535814,26175.0,-3.9171939448443784,,,,,,0.004835834199970287,107696.0,-5.331701631356135,,,,,,0.004666583036146305,111602.0,-5.36732815902136,,,,,
2000-10,521.3,6.25632569177406,,,,0.004839668009729468,107714.0,-5.330909153637307,,,,,,0.11793850817854798,4420.1,-2.137591907476144,,,,,,0.01990226396365441,26193.0,-3.916921786704857,,,,,,0.004839668009729468,107714.0,-5.330909153637307,,,,,,0.004670770278382567,111609.0,-5.366431279064932,,,,,
2000-11,524.2,6.261873290889306,,,,0.004856761664751881,107932.0,-5.327383387287444,,,,,,0.1181881721642279,4435.3,-2.135477245309593,,,,,,0.02,26210.0,-3.912023005428146,,,,,,0.004856761664751881,107932.0,-5.327383387287444,,,,,,0.004688897634977996,111796.0,-5.362557769998462,,,,,
2000-12,526.7,6.266631126489344,,,,0.0048704481145161,108142.0,-5.32456933081974,,,,,,0.1180174326110825,4462.9,-2.1369229314358393,,,,,,0.020054829988957853,26263.0,-3.909285257035751,,,,,,0.0048704481145161,108142.0,-5.32456933081974,,,,,,0.0047063764386303525,111912.0,-5.358837000666923,,,,,
2001-01,524.5,6.262445427836352,,,,0.004848938687966866,108168.0,-5.328995425202242,,,,,,0.11843471977600144,4428.6,-2.13339335816771,,,,,,0.020034377387318565,26180.0,-3.910305611627539,,,,,,0.004848938687966866,108168.0,-5.328995425202242,,,,,,0.0046885615189330284,111868.0,-5.362629455950828,,,,,
2001-02,523.4,6.260345990096045,,,,0.004832425445480565,108310.0,-5.332406774733737,,,,,,0.11827981288558449,4425.1,-2.1347021659606904,,,,,,0.01999465179355923,26177.0,-3.9122904515107,,,,,,0.004832425445480565,108310.0,-5.332406774733737,,,,,,0.004678143043563754,111882.0,-5.364854033356103,,,,,
