# Industry: All other wood product manufacturing
# Series ID: CES3132199001
# Parent series: Wood product manufacturing (CES3132100001)
# Generated: 2026-03-05
# Denominator options:
#   opt1: Level 4 parent (default) = Wood product manufacturing
#   opt2: Level 3 parent = Goods-producing
#   opt3: Level 2 parent = Goods-producing
#   opt4: Goods/Service-providing total = Goods-producing
#   opt5: Total private / Total government = Total private
date,employment_level,log_level,trend_log_level,predicted_level,resid_log_level,share_opt1,denom_employment_opt1,log_share_opt1,trend_log_share_opt1,predicted_share_opt1,resid_log_share_opt1,trend_raw_share_opt1,resid_raw_pct_dev_opt1,share_opt2,denom_employment_opt2,log_share_opt2,trend_log_share_opt2,predicted_share_opt2,resid_log_share_opt2,trend_raw_share_opt2,resid_raw_pct_dev_opt2,share_opt3,denom_employment_opt3,log_share_opt3,trend_log_share_opt3,predicted_share_opt3,resid_log_share_opt3,trend_raw_share_opt3,resid_raw_pct_dev_opt3,share_opt4,denom_employment_opt4,log_share_opt4,trend_log_share_opt4,predicted_share_opt4,resid_log_share_opt4,trend_raw_share_opt4,resid_raw_pct_dev_opt4,share_opt5,denom_employment_opt5,log_share_opt5,trend_log_share_opt5,predicted_share_opt5,resid_log_share_opt5,trend_raw_share_opt5,resid_raw_pct_dev_opt5
2000-01,134.8,4.9037921984782065,,,,0.21564549672052472,625.1,-1.53411943845956,,,,,,0.0054732226237362465,24629.0,-5.207887690918919,,,,,,0.0054732226237362465,24629.0,-5.207887690918919,,,,,,0.0054732226237362465,24629.0,-5.207887690918919,,,,,,0.0012205722564288303,110440.0,-6.708435467565884,,,,,
2000-02,133.6,4.894850261102546,,,,0.21362328110009593,625.4,-1.5435411839211957,,,,,,0.005429128738621586,24608.0,-5.215976611202826,,,,,,0.005429128738621586,24608.0,-5.215976611202826,,,,,,0.005429128738621586,24608.0,-5.215976611202826,,,,,,0.0012088200432496992,110521.0,-6.718110566029957,,,,,
2000-03,132.7,4.888090941338162,,,,0.21255806503283678,624.3,-1.5485400807295366,,,,,,0.0053711648992147655,24706.0,-5.226710466758597,,,,,,0.0053711648992147655,24706.0,-5.226710466758597,,,,,,0.0053711648992147655,24706.0,-5.226710466758597,,,,,,0.0011968864716652686,110871.0,-6.728031700960032,,,,,
2000-04,131.4,4.8782461060505105,,,,0.21030729833546738,624.8,-1.559185492474966,,,,,,0.005322208270889871,24689.0,-5.235866973240855,,,,,,0.005322208270889871,24689.0,-5.235866973240855,,,,,,0.005322208270889871,24689.0,-5.235866973240855,,,,,,0.0011829099223996688,111082.0,-6.739777840249548,,,,,
2000-05,131.1,4.875960390769654,,,,0.2106362467866324,622.4,-1.5576225820945278,,,,,,0.005319321593767751,24646.0,-5.236409503728415,,,,,,0.005319321593767751,24646.0,-5.236409503728415,,,,,,0.005319321593767751,24646.0,-5.236409503728415,,,,,,0.0011815281457848916,110958.0,-6.740946639543277,,,,,
2000-06,129.9,4.866764923676554,,,,0.20941479929066584,620.3,-1.5634383083025178,,,,,,0.0052655046615322255,24670.0,-5.246578285846849,,,,,,0.0052655046615322255,24670.0,-5.246578285846849,,,,,,0.0052655046615322255,24670.0,-5.246578285846849,,,,,,0.001168417644095848,111176.0,-6.752104886489864,,,,,
2000-07,126.7,4.841822087327094,,,,0.20514896373056996,617.6,-1.584018911383473,,,,,,0.005126026621353724,24717.0,-5.273424457656606,,,,,,0.005126026621353724,24717.0,-5.273424457656606,,,,,,0.005126026621353724,24717.0,-5.273424457656606,,,,,,0.0011377412199962285,111361.0,-6.778710368085892,,,,,
2000-08,126.8,4.842611042003125,,,,0.20624593363695512,614.8,-1.5786859696613151,,,,,,0.005137138921524936,24683.0,-5.271258984544598,,,,,,0.005137138921524936,24683.0,-5.271258984544598,,,,,,0.005137138921524936,24683.0,-5.271258984544598,,,,,,0.0011382712281300213,111397.0,-6.77824463412753,,,,,
2000-09,125.3,4.8307108619020225,,,,0.20537616784133747,610.1,-1.5829120162557841,,,,,,0.005085020900125806,24641.0,-5.281456139337493,,,,,,0.005085020900125806,24641.0,-5.281456139337493,,,,,,0.005085020900125806,24641.0,-5.281456139337493,,,,,,0.0011227397358470278,111602.0,-6.791983388013697,,,,,
2000-10,122.5,4.808111029984782,,,,0.20304989225924086,603.3,-1.5943035554619343,,,,,,0.004971994480071434,24638.0,-5.303934215537137,,,,,,0.004971994480071434,24638.0,-5.303934215537137,,,,,,0.004971994480071434,24638.0,-5.303934215537137,,,,,,0.001097581736239909,111609.0,-6.81464594085421,,,,,
2000-11,119.9,4.786658062033468,,,,0.1995008319467554,601.0,-1.611936872501739,,,,,,0.004869233268356076,24624.0,-5.324818794045192,,,,,,0.004869233268356076,24624.0,-5.324818794045192,,,,,,0.004869233268356076,24624.0,-5.324818794045192,,,,,,0.0010724891767147306,111796.0,-6.8377729988543,,,,,
2000-12,117.4,4.765586907393996,,,,0.19681475272422466,596.5,-1.6254923341439746,,,,,,0.004777407015544885,24574.0,-5.343857345033521,,,,,,0.004777407015544885,24574.0,-5.343857345033521,,,,,,0.004777407015544885,24574.0,-5.343857345033521,,,,,,0.0010490385302737867,111912.0,-6.85988121976227,,,,,
2001-01,114.4,4.739701078945697,,,,0.1939969476004748,589.7,-1.639912854060761,,,,,,0.004662726716934991,24535.0,-5.368154869578306,,,,,,0.004662726716934991,24535.0,-5.368154869578306,,,,,,0.004662726716934991,24535.0,-5.368154869578306,,,,,,0.0010226338184288627,111868.0,-6.885373804841483,,,,,
2001-02,112.9,4.726502471155617,,,,0.19256353402694867,586.3,-1.647329132814553,,,,,,0.004612304926873111,24478.0,-5.379027562786668,,,,,,0.004612304926873111,24478.0,-5.379027562786668,,,,,,0.004612304926873111,24478.0,-5.379027562786668,,,,,,0.0010090988720258844,111882.0,-6.898697552296532,,,,,
2001-03,113.3,4.730039168033961,,,,0.19397363465160075,584.1,-1.640033033012303,,,,,,0.004641540352314625,24410.0,-5.372708995353046,,,,,,0.004641540352314625,24410.0,-5.372708995353046,,,,,,0.004641540352314625,24410.0,-5.372708995353046,,,,,,0.0010133624313543102,111806.0,-6.894481337492109,,,,,
2001-04,113.5,4.7318028369214575,,,,0.19565592139286328,580.1,-1.6313976655505613,,,,,,0.004679447536590393,24255.0,-5.36457522375786,,,,,,0.004679447536590393,24255.0,-5.36457522375786,,,,,,0.004679447536590393,24255.0,-5.36457522375786,,,,,,0.0010182477167925644,111466.0,-6.889672053723987,,,,,
2001-05,112.5,4.722953221644475,,,,0.1949740034662045,577.0,-1.6348890448636249,,,,,,0.0046645658844016915,24118.0,-5.367760507019063,,,,,,0.0046645658844016915,24118.0,-5.367760507019063,,,,,,0.0046645658844016915,24118.0,-5.367760507019063,,,,,,0.0010100647339265033,111379.0,-6.8977408571862995,,,,,
2001-06,112.4,4.722063937459591,,,,0.19473319473319473,577.2,-1.6361248894401252,,,,,,0.004690564620456537,23963.0,-5.362202315612977,,,,,,0.004690564620456537,23963.0,-5.362202315612977,,,,,,0.004690564620456537,23963.0,-5.362202315612977,,,,,,0.0010111278033158515,111163.0,-6.896688934157901,,,,,
2001-07,113.1,4.728272383122075,,,,0.1962179042331714,576.4,-1.6285294810032922,,,,,,0.004744923644906863,23836.0,-5.350679938744795,,,,,,0.004744923644906863,23836.0,-5.350679938744795,,,,,,0.004744923644906863,23836.0,-5.350679938744795,,,,,,0.0010190382657428347,110987.0,-6.888895973196534,,,,,
2001-08,111.5,4.7140245909001735,,,,0.19482788747160582,572.3,-1.6356387385148832,,,,,,0.004711002197059321,23668.0,-5.3578546128964115,,,,,,0.004711002197059321,23668.0,-5.3578546128964115,,,,,,0.004711002197059321,23668.0,-5.3578546128964115,,,,,,0.0010062904433995469,110803.0,-6.9014845378408785,,,,,
2001-09,111.7,4.715816706075155,,,,0.1943284620737648,574.8,-1.6382054481297148,,,,,,0.004746122795835989,23535.0,-5.350427247760088,,,,,,0.004746122795835989,23535.0,-5.350427247760088,,,,,,0.004746122795835989,23535.0,-5.350427247760088,,,,,,0.0010106676559205943,110521.0,-6.897144121057347,,,,,
2001-10,111.2,4.711330381816482,,,,0.1954305799648506,569.0,-1.6325500523098488,,,,,,0.004756405321014586,23379.0,-5.3482630806951885,,,,,,0.004756405321014586,23379.0,-5.3482630806951885,,,,,,0.004756405321014586,23379.0,-5.3482630806951885,,,,,,0.0010092850594951759,110177.0,-6.89851306066745,,,,,
2001-11,110.5,4.705015520957808,,,,0.19536775106082035,565.6,-1.6328715936245555,,,,,,0.004761084062217243,23209.0,-5.347279892505287,,,,,,0.004761084062217243,23209.0,-5.347279892505287,,,,,,0.004761084062217243,23209.0,-5.347279892505287,,,,,,0.0010062102751825749,109818.0,-6.9015642080902095,,,,,
2001-12,111.2,4.711330381816482,,,,0.19709322935129386,564.2,-1.624078416751414,,,,,,0.004815103490084005,23094.0,-5.335997740695319,,,,,,0.004815103490084005,23094.0,-5.335997740695319,,,,,,0.004815103490084005,23094.0,-5.335997740695319,,,,,,0.0010143394023424672,109628.0,-6.893517713504084,,,,,
2002-01,111.5,4.7140245909001735,,,,0.1976950354609929,564.0,-1.6210296605978856,,,,,,0.004855637329617211,22963.0,-5.327614913018697,,,,,,0.004855637329617211,22963.0,-5.327614913018697,,,,,,0.004855637329617211,22963.0,-5.327614913018697,,,,,,0.0010184322537038052,109482.0,-6.889490840264417,,,,,
