# Industry: Other health and personal care retailers
# Series ID: CES4245619001
# Parent series: Health and personal care retailers (CES4245600001)
# Generated: 2026-03-05
# Denominator options:
#   opt1: Level 4 parent (default) = Health and personal care retailers
#   opt2: Level 3 parent = Retail trade
#   opt3: Level 2 parent = Trade, transportation, and utilities
#   opt4: Goods/Service-providing total = Service-providing
#   opt5: Total private / Total government = Total private
date,employment_level,log_level,trend_log_level,predicted_level,resid_log_level,share_opt1,denom_employment_opt1,log_share_opt1,trend_log_share_opt1,predicted_share_opt1,resid_log_share_opt1,trend_raw_share_opt1,resid_raw_pct_dev_opt1,hp_cf_log_share_opt1,predicted_share_hp_opt1,resid_log_share_hp_opt1,share_opt2,denom_employment_opt2,log_share_opt2,trend_log_share_opt2,predicted_share_opt2,resid_log_share_opt2,trend_raw_share_opt2,resid_raw_pct_dev_opt2,hp_cf_log_share_opt2,predicted_share_hp_opt2,resid_log_share_hp_opt2,share_opt3,denom_employment_opt3,log_share_opt3,trend_log_share_opt3,predicted_share_opt3,resid_log_share_opt3,trend_raw_share_opt3,resid_raw_pct_dev_opt3,hp_cf_log_share_opt3,predicted_share_hp_opt3,resid_log_share_hp_opt3,share_opt4,denom_employment_opt4,log_share_opt4,trend_log_share_opt4,predicted_share_opt4,resid_log_share_opt4,trend_raw_share_opt4,resid_raw_pct_dev_opt4,hp_cf_log_share_opt4,predicted_share_hp_opt4,resid_log_share_hp_opt4,share_opt5,denom_employment_opt5,log_share_opt5,trend_log_share_opt5,predicted_share_opt5,resid_log_share_opt5,trend_raw_share_opt5,resid_raw_pct_dev_opt5,hp_cf_log_share_opt5,predicted_share_hp_opt5,resid_log_share_hp_opt5
2000-01,102.2,4.626931677769604,,,,0.10827418158703253,943.9,-2.2230885505612945,,,,,,,,,0.0067391132329280195,15165.2,-4.99982693052856,,,,,,,,,0.003924279076911262,26043.0,-5.540572619290313,,,,,,,,,0.0009606888383373128,106382.0,-6.947859990876392,,,,,,,,,0.0009253893516841724,110440.0,-6.985295988274487,,,,,,,,
2000-02,102.1,4.625952725170619,,,,0.1083059297761748,942.7,-2.222795373231485,,,,,,,,,0.006728570392972235,15174.1,-5.001392580925798,,,,,,,,,0.0039177314761521045,26061.0,-5.54224249775741,,,,,,,,,0.0009585774372840619,106512.0,-6.950060208669865,,,,,,,,,0.000923806335447562,110521.0,-6.987008101961883,,,,,,,,
2000-03,103.2,4.636668853047462,,,,0.10917169152649953,945.3,-2.214833484383876,,,,,,,,,0.0067859021567596,15208.0,-4.992908031120803,,,,,,,,,0.003951297955433035,26118.0,-5.53371115773289,,,,,,,,,0.0009654062751407884,106898.0,-6.942961534716757,,,,,,,,,0.0009308114836160944,110871.0,-6.979453789250731,,,,,,,,
2000-04,104.2,4.646312129319266,,,,0.10966112397390022,950.2,-2.2103603594335546,,,,,,,,,0.006818523874649095,15281.9,-4.988112271220716,,,,,,,,,0.00397952948365414,26184.0,-5.5265916868617495,,,,,,,,,0.000972060264004851,107195.0,-6.936092755420765,,,,,,,,,0.0009380457679912137,111082.0,-6.971711816980792,,,,,,,,
2000-05,104.8,4.6520537718869415,,,,0.11007247137905682,952.1,-2.206616299404704,,,,,,,,,0.006879800433269874,15233.0,-4.979165634249759,,,,,,,,,0.004012558388850601,26118.0,-5.518326238893411,,,,,,,,,0.000975255678910096,107459.0,-6.932810886564371,,,,,,,,,0.0009445015230988301,110958.0,-6.96485325842599,,,,,,,,
2000-06,105.1,4.6549122778829055,,,,0.10966193656093488,958.4,-2.2103529494782794,,,,,,,,,0.006894877715965151,15243.2,-4.97697650306961,,,,,,,,,0.004020657995409334,26140.0,-5.5163097092953075,,,,,,,,,0.0009786485152663582,107393.0,-6.929338004141137,,,,,,,,,0.0009453479168165791,111176.0,-6.963957532283512,,,,,,,,
2000-07,105.6,4.659658371272161,,,,0.10950948874831484,964.3,-2.2117440782441777,,,,,,,,,0.006921322392050965,15257.2,-4.973148430492095,,,,,,,,,0.004038240917782027,26150.0,-5.511946098220908,,,,,,,,,0.0009822250746435248,107511.0,-6.925690075624184,,,,,,,,,0.000948267346737188,111361.0,-6.960874084140824,,,,,,,,
2000-08,105.9,4.662495252607361,,,,0.10984337724302459,964.1,-2.2086997710629737,,,,,,,,,0.0069307643474675554,15279.7,-4.971785176412557,,,,,,,,,0.004045227090415982,26179.0,-5.510217589029982,,,,,,,,,0.0009846491431971809,107551.0,-6.923225180046219,,,,,,,,,0.000950653967342029,111397.0,-6.9583604235232945,,,,,,,,
2000-09,106.3,4.666265285347902,,,,0.1098935180399049,967.3,-2.2082433998405993,,,,,,,,,0.00694616882522838,15303.4,-4.969565019567146,,,,,,,,,0.004061127029608405,26175.0,-5.506294750390835,,,,,,,,,0.0009870375872827217,107696.0,-6.9208024369025924,,,,,,,,,0.0009524918908263292,111602.0,-6.956428964567817,,,,,,,,
2000-10,107.1,4.673762977453703,,,,0.11013986013986014,972.4,-2.206004264988265,,,,,,,,,0.006996204673281815,15308.3,-4.962387466495888,,,,,,,,,0.004088878708051769,26193.0,-5.499484501025214,,,,,,,,,0.0009942997196279034,107714.0,-6.913471867957665,,,,,,,,,0.0009596000322554632,111609.0,-6.9489939933852884,,,,,,,,
2000-11,107.8,4.680277658474897,,,,0.11087113030957524,972.3,-2.1993867403407146,,,,,,,,,0.007038483135063138,15315.8,-4.9563625957972794,,,,,,,,,0.0041129339946585275,26210.0,-5.493618637842555,,,,,,,,,0.0009987770077456177,107932.0,-6.908979019701854,,,,,,,,,0.0009642563240187484,111796.0,-6.944153402412872,,,,,,,,
2000-12,107.6,4.678420647727684,,,,0.10972873750764837,980.6,-2.209743981489449,,,,,,,,,0.00700406834825061,15362.5,-4.961264106146606,,,,,,,,,0.0040970186193504165,26263.0,-5.497495735797411,,,,,,,,,0.0009949880712396663,108142.0,-6.9127798095814,,,,,,,,,0.0009614697262134534,111912.0,-6.947047479428583,,,,,,,,
2001-01,106.6,4.669083511731744,,,,0.1088532625344634,979.3,-2.2177545189950045,,,,,,,,,0.006950919725353903,15336.1,-4.9688812935775895,,,,,,,,,0.004071810542398777,26180.0,-5.503667527732147,,,,,,,,,0.000985504030766955,108168.0,-6.92235734130685,,,,,,,,,0.0009529087853541674,111868.0,-6.955991372055436,,,,,,,,
2001-02,106.9,4.671893818030999,,,,0.10870449461053489,983.4,-2.2191221369468392,,,,,,,,,0.0069623550866223785,15354.0,-4.967237487356845,,,,,,,,,0.004083737632272606,26177.0,-5.5007426235757455,,,,,,,,,0.0009869818114670852,108310.0,-6.920858946798783,,,,,,,,,0.0009554709426002395,111882.0,-6.953306205421149,,,,,,,,
