# Industry: Racetracks and other spectator sports
# Series ID: CES7071121901
# Denominator: Performing arts, spectator sports, and related industries (CES7071100001)
# Generated: 2026-03-04
date,employment_level,employment_share,log_level,log_share,trend_log_level,predicted_level,resid_log_level,trend_log_share,predicted_share_log_trend,resid_log_share,trend_raw_share,resid_raw_share_pct_dev
2000-01,73.5,0.1981132075471698,4.297285406218791,-1.6189166563886441,,,,,,,,
2000-02,73.2,0.1955128205128205,4.293195420967266,-1.6321293236361711,,,,,,,,
2000-03,73.4,0.1980572045331894,4.29592393562047,-1.6191993782307896,,,,,,,,
2000-04,74.5,0.1992511366675581,4.310799125385514,-1.6131892565975545,,,,,,,,
2000-05,75.5,0.1982147545287477,4.324132656254979,-1.6184042172295794,,,,,,,,
2000-06,77.0,0.1973852858241476,4.343805421853684,-1.6225976946589273,,,,,,,,
2000-07,78.2,0.1960391075457508,4.359269647551265,-1.6294411113600957,,,,,,,,
2000-08,78.8,0.202051282051282,4.366912996863833,-1.5992337422598588,,,,,,,,
2000-09,78.5,0.2031573498964803,4.363098624788363,-1.5937744775500005,,,,,,,,
2000-10,77.6,0.202928870292887,4.351567427189173,-1.5948997539880734,,,,,,,,
2000-11,76.0,0.2023968042609853,4.330733340286331,-1.5975251309178586,,,,,,,,
2000-12,76.1,0.2036392828472036,4.33204826486764,-1.5914050716237984,,,,,,,,
2001-01,75.6,0.2002649006622516,4.3254562831854875,-1.6081142855035924,,,,,,,,
2001-02,75.3,0.198890649762282,4.321480134805848,-1.615000103969375,,,,,,,,
2001-03,74.4,0.1967213114754098,4.309455941839047,-1.625967214385311,,,,,,,,
2001-04,79.2,0.20576773187841,4.37197629882038,-1.5810072614693202,,,,,,,,
2001-05,77.6,0.2007242628039316,4.351567427189173,-1.605823139585058,,,,,,,,
2001-06,75.9,0.1969382459782045,4.3294166844015844,-1.6248650715786817,,,,,,,,
2001-07,76.5,0.1947060320692288,4.33729074083249,-1.6362643857319241,,,,,,,,
2001-08,77.1,0.1987625676720804,4.345103280569283,-1.615644293876638,,,,,,,,
2001-09,69.2,0.1842385516506922,4.237000862623624,-1.691523884710484,,,,,,,,
2001-10,73.6,0.1935314225611359,4.298645025734831,-1.6423153891993836,,,,,,,,
2001-11,72.5,0.1909402159599684,4.283586561860629,-1.6557949053771275,,,,,,,,
2001-12,72.3,0.1908658922914466,4.280824129164719,-1.6561842321472047,,,,,,,,
2002-01,71.1,0.1883443708609271,4.264087336809195,-1.6694832318798845,,,,,,,,
2002-02,70.0,0.1885775862068965,4.248495242049359,-1.668245758862687,,,,,,,,
2002-03,69.7,0.1884802595997836,4.244200317766478,-1.6687620011865467,,,,,,,,
2002-04,64.4,0.1799888205701509,4.165113633110308,-1.714860537964311,,,,,,,,
2002-05,65.0,0.18253299634934,4.174387269895637,-1.7008243203880953,,,,,,,,
2002-06,65.4,0.1865373645179692,4.180522258463153,-1.679123714023981,,,,,,,,
2002-07,64.5,0.1888173302107728,4.1666652238017265,-1.666975238112688,,,,,,,,
2002-08,64.5,0.1819977426636569,4.1666652238017265,-1.703760994929199,,,,,,,,
2002-09,66.2,0.1833795013850415,4.192680462942962,-1.6961974953899186,,,,,,,,
2002-10,69.0,0.1873472712462666,4.23410650459726,-1.6747913188537604,,,,,,,,
2002-11,69.2,0.1819137749737119,4.237000862623624,-1.7042224680476112,,,,,,,,
2002-12,67.9,0.1802016985138004,4.21803603456465,-1.7136785081375576,,,,,,,,
2003-01,68.8,0.1841048969761841,4.231203744939298,-1.6922495915521403,,,,,,,,
2003-02,69.3,0.1855918585966791,4.238444906195857,-1.684205324911765,,,,,,,,
2003-03,68.8,0.1832711774107618,4.231203744939298,-1.6967883792131109,,,,,,,,
2003-04,67.5,0.1789976133651551,4.212127597878484,-1.7203828063858275,,,,,,,,
2003-05,66.3,0.1783216783216783,4.194189897191817,-1.7241661780955269,,,,,,,,
2003-06,66.3,0.1792376317923763,4.194189897191817,-1.7190428016465915,,,,,,,,
2003-07,67.8,0.1835408770979967,4.216562194946349,-1.6953178728187899,,,,,,,,
2003-08,66.1,0.1790842590083987,4.191168746857641,-1.719898863178313,,,,,,,,
2003-09,66.4,0.1778253883235137,4.1956970564823886,-1.7269531746252338,,,,,,,,
2003-10,65.0,0.1748722087705138,4.174387269895637,-1.7436998074075698,,,,,,,,
2003-11,65.1,0.1753299218960409,4.175924549214524,-1.741085811968511,,,,,,,,
2003-12,67.8,0.1824051654560129,4.216562194946349,-1.7015248823568567,,,,,,,,
2004-01,66.3,0.1777003484320557,4.194189897191817,-1.7276565830352957,,,,,,,,
2004-02,64.5,0.1726907630522088,4.1666652238017265,-1.7562527807711454,,,,,,,,
2004-03,64.5,0.1738544474393531,4.1666652238017265,-1.7495368388057082,,,,,,,,
2004-04,63.4,0.1739846322722283,4.14946386144318,-1.748788303942623,,,,,,,,
2004-05,64.9,0.1775164113785558,4.1728476237100445,-1.7286922158699505,,,,,,,,
2004-06,64.8,0.1776802851658897,4.1713056033582285,-1.727769494456406,,,,,,,,
2004-07,62.8,0.1735285990605139,4.139955073474153,-1.751412857095544,,,,,,,,
2004-08,63.8,0.1770746600055509,4.155753190350744,-1.7311838274033036,,,,,,,,
2004-09,65.6,0.1807162534435261,4.183575695950044,-1.710827138314808,,,,,,,,
2004-10,64.8,0.1755621782714711,4.1713056033582285,-1.7397620066777242,,,,,,,,
2004-11,63.7,0.173239053576285,4.154184562578117,-1.7530828257291087,,,,,,,,
