# Industry: Business support services
# Series ID: CES6056140001
# Denominator: Administrative and support services (CES6056100001)
# Generated: 2026-03-04
date,employment_level,employment_share,log_level,log_share,trend_log_level,predicted_level,resid_log_level,trend_log_share,predicted_share_log_trend,resid_log_share,trend_raw_share,resid_raw_share_pct_dev
2000-01,781.2,0.1002438085461311,6.660831199002524,-2.3001499748410374,,,,,,,,
2000-02,784.2,0.1005152657079135,6.664664089858231,-2.2974456654270985,,,,,,,,
2000-03,785.6,0.1000101843364904,6.666447757040256,-2.3024832548148253,,,,,,,,
2000-04,785.8,0.0993752687356147,6.66670230712436,-2.3088520017535394,,,,,,,,
2000-05,785.8,0.1001708181424164,6.66670230712436,-2.300878368852471,,,,,,,,
2000-06,788.7,0.1003128815628815,6.670386020403945,-2.2994611619229155,,,,,,,,
2000-07,791.2,0.1003920772480998,6.673550780308503,-2.2986719867097296,,,,,,,,
2000-08,793.3,0.1007160449940329,6.676201460307957,-2.2954501573518873,,,,,,,,
2000-09,794.8,0.1006177840794004,6.678090510677662,-2.296426256826937,,,,,,,,
2000-10,792.1,0.1004935232996282,6.674687646470234,-2.2976619983394797,,,,,,,,
2000-11,788.2,0.0999416732178632,6.6697518647609035,-2.303168530982261,,,,,,,,
2000-12,786.8,0.100328989314223,6.667974086514904,-2.299300599710196,,,,,,,,
2001-01,789.1,0.1008292763956504,6.67089305552699,-2.2943265250814866,,,,,,,,
2001-02,785.2,0.1009994468955404,6.665938462402306,-2.2926402384376505,,,,,,,,
2001-03,781.3,0.1015044431741412,6.660959199002699,-2.2876527063437058,,,,,,,,
2001-04,781.2,0.1028260039750964,6.660831199002524,-2.274717000993098,,,,,,,,
2001-05,781.6,0.1032428505382735,6.661343100728573,-2.2706712937198543,,,,,,,,
2001-06,780.8,0.1038587903536892,6.660319035098882,-2.2647230875268267,,,,,,,,
2001-07,782.1,0.10448479018877,6.661982609607565,-2.2587137666032953,,,,,,,,
2001-08,783.1,0.1050619155587158,6.663260401756892,-2.2532054306250555,,,,,,,,
2001-09,778.7,0.1051061589752588,6.6576258625829405,-2.2527844017195506,,,,,,,,
2001-10,776.4,0.1056858554646556,6.654667851294855,-2.2472842128024797,,,,,,,,
2001-11,778.5,0.1071797342878777,6.657368991274053,-2.2332480940388857,,,,,,,,
2001-12,776.8,0.1069044768313997,6.6551829169771155,-2.2358195831432757,,,,,,,,
2002-01,779.7,0.1073685949958,6.658909230315555,-2.231487551252706,,,,,,,,
2002-02,776.6,0.1068798943036842,6.654925417297567,-2.236049558119401,,,,,,,,
